"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","leadAdminHoursResponseCount","leadAdminHoursTotal","leadAdminHoursAverage","leadAdminHoursStandardDeviation","globalLeadAdminHoursResponseCount","globalLeadAdminHoursTotal","globalLeadAdminHoursAverage","globalLeadAdminHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageLeadAdminHoursResponseCountByWeek","standardDeviationLeadAdminHoursResponseCountByWeek","averageLeadAdminHoursTotalByWeek","standardDeviationLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursResponseCountByWeek","standardDeviationGlobalLeadAdminHoursResponseCountByWeek","averageGlobalLeadAdminHoursTotalByWeek","standardDeviationGlobalLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursAverageByWeek","standardDeviationGlobalLeadAdminHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","standardDeviationUniqueCommitMessageCountByStudent","averageUniqueCommitMessagePercentByStudent","standardDeviationUniqueCommitMessagePercentByStudent","averageCommitMessageLengthTotalByStudent","standardDeviationCommitMessageLengthTotalByStudent","averageCommitMessageLengthAverageByStudent","standardDeviationCommitMessageLengthAverageByStudent","averageCommitMessageLengthStandardDeviationByStudent","issueCount","onTimeIssueCount","lateIssueCount","productLetterGrade"
"7","0","M","Local","33","84","2.545454545","0.882177371","83.5","2.53030303","1.127745095","78","2.363636364","1.985831355","53","1.606060606","3.5903017","32.5","0.984848485","1.573862497","4","28","7","3","0","","","","8.25","2.947456531","21","9.246621004","2.474450549","0.203086281","20.875","7.940206232","2.500892857","0.242757004","19.5","14.90805152","2.059546703","0.957506527","13.25","12.91559135","2.241071429","2.773482187","8.125","1.430690393","1.081593407","0.366412563","1","0.707106781","9.333333333","6.599663291","0","0","","","","","4.7143","0.451753951","12","2.34520788","2.614285714","0.773542078","11.92857143","3.00509771","2.621428571","0.965792474","11.14285714","6.063440123","2.489285714","1.610670731","7.571428571","7.504420466","1.567857143","1.498613305","4.642857143","5.282817739","1.078571429","1.340004569","145","70","0.4828","3674","25.3379","38.84988274","36.25","20.6685147","18.5","7.826237921","0.61825","0.222081927","918.5","456.1307378","20.7143","24.51655001","10.7143","12.85873006","0.65802857","0.273735517","524.8571","523.620481","30.8446","22.96099432","35.54845951","1","1","0","A"
"7","0.2857","M","Local","34","80","2.352941176","0.712590673","50","1.470588235","0.527775248","83","2.441176471","2.137772019","57.5","1.691176471","3.686251695","19.5","0.573529412","0.654535679","5","13","2.6","1.019803903","0","","","","6.8","3.249615362","16","8.455767263","2.269805195","0.256621701","10","5.830951895","1.35974026","0.259207245","16.6","10.94257739","2.450974026","0.631842207","11.5","10.77961038","1.531493506","1.58249551","3.9","1.827566688","0.658603896","0.226121621","1","0.632455532","3.25","1.479019946","0","0","","","","","4.8571","0.638876565","11.42857143","3.416645927","2.323809524","0.512065313","7.142857143","1.726149425","1.466666667","0.268594224","11.85714286","7.679817175","2.421428571","1.556979022","8.214285714","10.10607011","1.858333333","2.532514749","2.785714286","2.296847884","0.564285714","0.464999451","62","49","0.7903","1714","27.6452","31.52832663","12.4","6.85857128","10","6.292853089","0.74342","0.151306277","342.8","240.7541485","12.4","11.12834219","9.8","9.453041838","0.8523","0.172298183","342.8","221.4239373","33.8597","23.20287251","24.87083749","1","1","0","A"
"6","0","M","Local","28","57","2.035714286","0.399297853","52.5","1.875","0.455619672","88","3.142857143","2.641891716","50","1.785714286","2.633671295","19","0.678571429","0.983926951","5","4.5","0.9","0.489897949","0","","","","7","1.732050808","14.25","4.100304867","2.025","0.216826864","13.125","4.15895119","1.854166667","0.22341261","22","8.100925873","3.183333333","1.181512684","12.5","11.28051417","2","1.940074454","4.75","2.193741097","0.65","0.129636243","1.25","0.433012702","1.125","0.414578099","0","0","","","","","4.6667","0.471404521","9.5","1.5","2.025","0.152069063","8.75","2.036131954","1.85","0.288675135","14.66666667","12.02659091","3.0125","2.342708102","8.333333333","5.550275268","1.7625","1.099218472","3.166666667","4.179978735","0.65","0.832165849","148","118","0.7973","6292","42.5135","49.67604329","21.1429","13.5375517","17.4286","10.49975704","0.85764286","0.125319806","898.8571","697.5908397","24.6667","13.27487183","20","10.86278049","0.82136667","0.205924927","1048.6667","753.3703531","41.2793","31.69035705","31.45092153","1","1","0","A"
"6","0","M","Local","30","88.5","2.95","1.247330483","39","1.3","0.571547607","43","1.433333333","0.79302515","23","0.766666667","1.10855261","22.5","0.75","0.615765107","5","5","1","0","0","","","","6","2.898275349","17.7","10.68456831","2.762380952","0.90368407","7.8","4.478839135","1.238095238","0.322704698","8.6","5.151698749","1.416666667","0.365148372","4.6","4.188078318","0.662857143","0.686128512","4.5","3.31662479","0.782380952","0.390852316","1","0.632455532","1.25","0.433012702","0","0","","","","","5","0.577350269","14.75","2.268442931","2.966666667","0.434613494","6.5","1.118033989","1.302777778","0.191586134","7.166666667","2.339278141","1.416666667","0.328718049","3.833333333","3.387066905","0.769444444","0.67552563","3.75","1.406828585","0.752777778","0.277958275","202","186","0.9208","10685","52.896","43.9194141","28.8571","23.8293251","26.8571","22.2802191","0.9276","0.0856136","1526.4286","1438.612909","33.6667","38.65948209","31.3333","35.26408308","0.91353333","0.11799734","1780.8333","1948.281757","47.26938333","28.32330377","29.01922954","1","1","0","A"
"6","0","M","Local","25","68","2.72","2.362541005","68","2.72","1.643654465","77","3.08","2.621755137","95.5","3.82","3.895843939","26.5","1.06","1.19431989","5","11","2.2","0.4","0","","","","5","2.529822128","13.6","9.420191081","2.373333333","1.00739488","13.6","8.817028978","2.462222222","1.25818996","15.4","9.728309206","2.76","1.346996659","19.1","13.69087287","3.206666667","2.285646031","5.3","3.108054054","1.024444444","0.524246667","1","0.632455532","2.75","0.829156198","0","0","","","","","4.1667","1.213351648","11.33333333","5.374838499","2.672222222","0.779937478","11.33333333","5.343739847","2.622222222","0.738032085","12.83333333","9.633564011","2.755555556","1.742567993","15.91666667","13.09076222","3.425","2.406891148","4.416666667","3.678956676","1.041666667","0.819764533","62","55","0.8871","1309","21.1129","13.44415551","12.4","12.37093368","11.6","11.79152238","0.96078","0.064749066","261.8","249.1099356","12.4","14.47204201","11.4","12.97073629","0.9519","0.060626925","261.8","270.7282032","27.56734","13.10888889","11.2411563","1","1","0","A"
"6","0.1667","M","Local","30","74","2.466666667","0.884433277","35","1.166666667","0.48876261","75","2.5","1.643167673","38","1.266666667","2.220110107","21.75","0.725","1.049503851","5","2.75","0.55","0.244948974","0","","","","6","3.521363372","14.8","9.211948762","2.371666667","0.265706605","7","4.01248053","1.151666667","0.142633953","15","8.514693183","2.748333333","0.700999287","7.6","6.019966777","1.27","1.259382565","4.35","3.440930107","0.625","0.278886676","1","0.632455532","0.6875","0.207289049","0","0","","","","","5","0.577350269","12.33333333","3.184162196","2.458333333","0.490252203","5.833333333","1.67497927","1.15","0.21408721","12.5","5.909032634","2.436111111","1.034605698","6.333333333","5.617433182","1.269444444","1.111406211","3.625","3.20074861","0.734722222","0.647152178","170","126","0.7412","12641","74.3588","92.71833094","42.5","5.5","32.25","5.629165125","0.76715","0.132106557","3160.25","1106.449587","28.3333","31.00895928","21.5","24.65596615","0.75831667","0.232759249","2106.8333","2505.290696","89.84631667","68.60508138","73.32635888","2","1","1","A"
"6","0.1667","M","Local","28","92","3.285714286","2.08493136","47.9","1.710714286","1.032797617","76.5","2.732142857","2.458520689","39","1.392857143","2.147910708","30.5","1.089285714","1.587077117","6","3.4","0.566666667","0.438431548","0","","","","4.6667","2.2852182","15.33333333","7.58104361","3.319444444","0.576179681","7.983333333","4.339898872","1.723611111","0.214649621","12.75","7.830229882","2.739583333","2.379252711","6.5","2.449489743","1.684027778","0.795169213","5.083333333","4.334134541","1.204861111","0.737003194","1","0.577350269","0.68","0.44","0","0","","","","","4.6667","0.745355992","15.33333333","8.324995829","3.211111111","1.342595147","7.983333333","2.265992547","1.741666667","0.51994925","12.75","8.503675676","2.616666667","1.257201478","6.5","5.251983752","1.302777778","0.959475969","5.083333333","3.983472801","1.194444444","1.024770375","159","138","0.8679","7966","50.1006","39.91755576","22.7143","21.5719016","20","20.51480302","0.90251429","0.148762173","1138","1440.371182","31.8","26.27089644","28","23.63895091","0.93164","0.129591737","1593.2","1268.379344","58.54788","20.8082652","38.47126703","1","1","0","A"
"3","0","M","Global","14","63","4.5","11.28625903","45.3","3.235714286","7.435494713","73.5","5.25","11.16115713","5","0.357142857","0.515078754","8.75","0.625","0.822398496","5","2.5","0.5","0.273861279","4","1.75","0.4375","0.446339277","2.8","1.326649916","12.6","16.98125437","4.423666667","5.592072405","9.06","12.30586852","3.078666667","4.044458266","14.7","15.31861613","10.79333333","17.10866447","1","0.836660027","0.433333333","0.343187671","1.75","1.457737974","0.583333333","0.329140294","1","0.632455532","0.625","0.279508497","0.8","0.748331477","0.583333333","0.424918293","0.458333333","0.412478956","4.6667","0.471404521","21","22.45643931","5.079166667","5.734365823","15.1","13.01102097","3.578333333","3.391794838","24.5","16.00911199","5.183333333","3.092284305","1.666666667","1.699673171","0.333333333","0.339934634","2.916666667","2.830881292","0.583333333","0.566176258","175","95","0.5429","8442","48.24","79.08931371","43.75","33.17661074","25.5","18.88782677","0.623175","0.159290762","2110.5","2520.318879","25","21.28044038","14","13.57518745","0.63211429","0.28288431","1206","1450.575354","60.1465","53.73126716","48.29796762","6","4","2","A"
"3","0","M","Global","13","27.2","2.092307692","0.945809819","25.5","1.961538462","1.027722247","20.9","1.607692308","0.992635605","17.4","1.338461538","1.83702873","2.9","0.223076923","0.346196579","5","2.05","0.41","0.193390796","5","1","0.2","0.083666003","3.25","0.433012702","6.8","2.72855273","2.04375","0.629852689","6.375","2.678035661","1.90625","0.582123","5.225","1.323584149","1.627083333","0.461555906","4.35","3.516745655","1.3875","1.200889427","0.725","0.49560569","0.2125","0.129301005","1.25","0.433012702","0.5125","0.326678359","1.25","0.433012702","0.25","0.136930639","0.19375","0.075777223","4.3333","0.471404521","9.066666667","3.282614134","2.038333333","0.498770711","8.5","3.741657387","1.9","0.643234017","6.966666667","2.206555888","1.676666667","0.642201076","5.8","2.209072203","1.31","0.402740611","0.966666667","0.817856276","0.226666667","0.206774166","55","47","0.8545","3540","64.3636","57.86013344","13.75","15.36839289","12","12.38951169","0.95625","0.075777223","885","595.5850065","11","5.966573556","9.4","6.37495098","0.79958","0.227154189","708","467.2014555","59.6995","32.74261998","42.43564171","1","1","0","F"
"3","0","M","Global","16","94","5.875","2.712816802","53","3.3125","1.927392993","71","4.4375","2.737899514","62.5","3.90625","5.099689788","32","2","1","1","1","1","0","1","2","2","0","3.2","1.6","18.8","11.070682","5.466666667","2.578543947","10.6","5.2","3.266666667","1.123486636","14.2","7.782030583","4.566666667","0.813770374","12.5","9.176055798","3.733333333","3.156298817","6.4","4.029888336","1.866666667","0.805536398","0.2","0.4","1","0","0.2","0.4","2","0","2","0","5.3333","0.471404521","31.33333333","5.557777334","5.944444444","1.320587224","17.66666667","6.12825877","3.333333333","1.247219129","23.66666667","4.109609335","4.411111111","0.442495728","20.83333333","6.510674995","3.833333333","0.833999734","10.66666667","2.624669291","1.988888889","0.427164062","90","72","0.8","3405","37.8333","54.03995435","12.8571","15.11317846","10.8571","12.85555546","0.88457143","0.10829561","486.4286","616.3618736","15","13.78404875","12.3333","14.24390708","0.7083","0.206954375","567.5","892.6635704","25.854","15.40497854","20.9117891","6","5","1","A"
