"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","leadAdminHoursResponseCount","leadAdminHoursTotal","leadAdminHoursAverage","leadAdminHoursStandardDeviation","globalLeadAdminHoursResponseCount","globalLeadAdminHoursTotal","globalLeadAdminHoursAverage","globalLeadAdminHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageLeadAdminHoursResponseCountByWeek","standardDeviationLeadAdminHoursResponseCountByWeek","averageLeadAdminHoursTotalByWeek","standardDeviationLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursResponseCountByWeek","standardDeviationGlobalLeadAdminHoursResponseCountByWeek","averageGlobalLeadAdminHoursTotalByWeek","standardDeviationGlobalLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursAverageByWeek","standardDeviationGlobalLeadAdminHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","standardDeviationUniqueCommitMessageCountByStudent","averageUniqueCommitMessagePercentByStudent","standardDeviationUniqueCommitMessagePercentByStudent","averageCommitMessageLengthTotalByStudent","standardDeviationCommitMessageLengthTotalByStudent","averageCommitMessageLengthAverageByStudent","standardDeviationCommitMessageLengthAverageByStudent","averageCommitMessageLengthStandardDeviationByStudent","issueCount","onTimeIssueCount","lateIssueCount","productLetterGrade"
"7","0","M","Local","28","73","2.607142857","0.929257988","72.5","2.589285714","1.203073233","74","2.642857143","2.008273703","18","0.642857143","1.100788215","24","0.857142857","1.499149419","4","28","7","3","0","","","","9.3333","2.624669291","24.33333333","8.339997335","2.565934066","0.146680315","24.16666667","6.381396573","2.601190476","0.195796241","24.66666667","13.76791762","2.479395604","0.719258367","6","3.488074923","0.654761905","0.436760389","8","1.632993162","0.875457875","0.095097106","1.3333","0.471404521","9.333333333","6.599663291","0","0","","","","","4","0","10.42857143","3.211903879","2.607142857","0.80297597","10.35714286","3.952524381","2.589285714","0.988131095","10.57142857","6.236004739","2.642857143","1.559001185","2.571428571","2.513230298","0.642857143","0.628307574","3.428571429","5.703561365","0.857142857","1.425890341","71","35","0.493","1421","20.0141","26.12564061","35.5","3.5","18","1","0.50925","0.02205","710.5","169.5","14.2","10.57166023","7.6","6.97423831","0.60868","0.250554125","284.2","262.4693506","14.26776","9.088852755","15.14961362","1","1","0","A"
"7","0.2857","M","Local","26","60.5","2.326923077","0.66422754","41","1.576923077","0.453454851","69.5","2.673076923","2.26147632","26","1","1.901416476","14","0.538461538","0.70605999","4","9","2.25","0.829156198","0","","","","8.6667","1.699673171","20.16666667","5.976807026","2.283008658","0.260106389","13.66666667","3.858612301","1.551948052","0.127356629","23.16666667","9.076832536","2.58495671","0.495475419","8.666666667","2.867441756","1.052489177","0.474560004","4.666666667","1.433720878","0.550054113","0.185747599","1.3333","0.471404521","3","1.632993162","0","0","","","","","3.7143","0.451753951","8.642857143","2.488750199","2.30952381","0.515078754","5.857142857","1.456862718","1.583333333","0.361873432","9.928571429","7.053006306","2.654761905","1.847042129","3.714285714","4.025429372","1.05952381","1.262017066","2","2.017778127","0.529761905","0.516932672","10","5","0.5","140","14","9.591663047","5","1","3","1","0.58335","0.08335","70","33","5","3","2.5","1.5","0.5","0","70","12","19.625","9.375","3.342435489","1","1","0","A"
"6","0","M","Local","22","44.5","2.022727273","0.438936544","41.5","1.886363636","0.475103295","72.5","3.295454545","2.648580627","19","0.863636364","1.908008351","15","0.681818182","1.028518954","4","3","0.75","0.433012702","0","","","","7.3333","1.885618083","14.83333333","4.588633299","2.005555556","0.247331437","13.83333333","4.588633299","1.861111111","0.257600514","24.16666667","8.289886744","3.383333333","1.304337493","6.333333333","4.18993503","0.944444444","0.74948542","5","2.483277404","0.644444444","0.149278098","1.3333","0.471404521","1","0.40824829","0","0","","","","","3.6667","0.471404521","7.416666667","1.426436897","2.006944444","0.177457394","6.916666667","1.742045413","1.854166667","0.27189961","12.08333333","9.602155429","3.118055556","2.316958498","3.166666667","4.089281382","0.798611111","1.01790017","2.5","3.651483717","0.645833333","0.90834289","44","40","0.9091","1834","41.6818","39.8752445","14.6667","10.27402334","13.6667","9.977753031","0.93683333","0.065723782","611.3333","354.4350748","7.3333","3.448026811","7","3.696845502","0.93055","0.10111798","305.6667","199.0633623","42.1357","29.56090791","26.89552117","1","1","0","A"
"6","0","M","Local","23","70.5","3.065217391","1.385517858","31.5","1.369565217","0.555943994","36","1.565217391","0.824941998","11.5","0.5","0.707106781","18.5","0.804347826","0.638257315","4","4","1","0","0","","","","7.6667","1.699673171","23.5","8.5732141","3.048412698","1.040415954","10.5","3.188521078","1.369047619","0.359909916","12","3.559026084","1.555555556","0.342467445","3.833333333","2.392116682","0.465873016","0.274490756","6.166666667","3.274480451","0.803968254","0.460192922","1.3333","0.471404521","1.333333333","0.471404521","0","0","","","","","3.8333","0.372677996","11.75","2.076655966","3.076388889","0.494422986","5.25","0.692218655","1.381944444","0.213025856","6","1.825741858","1.569444444","0.444661405","1.916666667","2.129488723","0.479166667","0.532372181","3.083333333","1.304372987","0.798611111","0.30846156","50","43","0.86","1522","30.44","24.22243588","16.6667","20.07209229","14.3333","17.4610678","0.87223333","0.102137043","507.3333","643.0890728","10","14.56021978","8.6","13.72005831","0.76462","0.26034396","304.4","488.9787725","22.48718","13.30339232","8.615002486","1","1","0","A"
"6","0","M","Local","19","49","2.578947368","2.545704111","44","2.315789474","1.269174269","68","3.578947368","2.8156665","60.5","3.184210526","3.498911584","16","0.842105263","0.79559034","4","8","2","0","0","","","","6.3333","1.885618083","16.33333333","9.003085891","2.422222222","0.747506142","14.66666667","6.786424357","2.237037037","0.592985981","22.66666667","4.18993503","3.733333333","0.77172246","20.16666667","10.26590906","3.011111111","0.666851826","5.333333333","1.027402334","0.874074074","0.162878766","1.3333","0.471404521","2.666666667","0.942809042","0","0","","","","","3.1667","1.213351648","8.166666667","4.810289897","2.375","0.95470327","7.333333333","3.986086914","2.125","0.703414292","11.33333333","9.374907407","3.041666667","2.133154289","10.08333333","8.974114008","2.666666667","2.158638974","2.666666667","2.793842436","0.75","0.645497224","21","16","0.7619","451","21.4762","18.96517874","7","7.788880964","6","6.377042157","0.94443333","0.078583134","150.3333","163.0998331","5.25","2.947456531","4.25","2.165063509","0.8","0.212132034","112.75","83.56247663","18.875","14.59612534","11.10018998","1","1","0","A"
"6","0.1667","M","Local","24","60","2.5","0.866025404","27.5","1.145833333","0.509884927","60","2.5","1.406828585","20","0.833333333","1.404358296","16.5","0.6875","0.718976414","4","1.75","0.4375","0.108253175","0","","","","8","2.828427125","20","7.560864148","2.486111111","0.241363156","9.166666667","3.171049598","1.152777778","0.137492985","20","7.08284312","2.513888889","0.376283811","6.666666667","2.054804668","0.916666667","0.413879567","5.5","3.559026084","0.625","0.18941919","1.3333","0.471404521","0.583333333","0.11785113","0","0","","","","","4","0","10","2.5","2.5","0.625","4.583333333","1.238839062","1.145833333","0.309709766","10","4.123105626","2.5","1.030776406","3.333333333","3.036811193","0.833333333","0.759202798","2.75","1.952562419","0.6875","0.488140605","46","26","0.5652","1612","35.0435","36.36646599","46","0","26","0","0.5652","0","1612","0","11.5","15.37042615","7.25","10.25609575","0.714475","0.328227934","403","619.291127","27.302625","29.52549527","25.78679077","1","0","1","A"
"6","0.1667","M","Local","20","61","3.05","1.745709025","34.9","1.745","1.138189352","45.5","2.275","1.298797521","19","0.95","0.878919792","23.5","1.175","1.832177666","4","1.4","0.35","0.15","0","","","","6.6667","0.942809042","20.33333333","5.661762584","3","0.446177178","11.63333333","2.852289529","1.725","0.221212986","15.16666667","4.478342948","2.256944444","0.559103256","6.333333333","1.027402334","0.951388889","0.102533493","7.833333333","4.714045208","1.243055556","0.833391202","1.3333","0.471404521","0.466666667","0.205480467","0","0","","","","","3.3333","0.745355992","10.16666667","4.515405728","3.013888889","1.251079781","5.816666667","1.923899397","1.801388889","0.659868405","7.583333333","3.563900797","2.256944444","0.808095851","3.166666667","1.771690969","1","0.62915287","3.916666667","3.877463375","1.284722222","1.291983981","28","20","0.7143","573","20.4643","19.29930077","9.3333","6.599663291","7","3.741657387","0.87036667","0.183329218","191","123.9112586","9.3333","4.642796092","7","4.966554809","0.78786667","0.300001837","191","199.511069","17.68613333","11.92863436","12.01769631","1","1","0","A"
"3","0","M","Global","11","54.85","4.986363636","12.66344221","42.3","3.845454545","8.284307579","22.5","2.045454545","1.927133357","3","0.272727273","0.49376275","7.25","0.659090909","0.899954085","4","1.5","0.375","0.125","3","0.75","0.25","0.353553391","3.6667","0.942809042","18.28333333","19.83810867","5.847777778","6.778160099","14.1","13.73753981","4.464444444","4.739386844","7.5","2.828427125","1.988888889","0.219988776","1","1.08012345","0.222222222","0.207869855","2.416666667","1.545603083","0.638888889","0.41573971","1.3333","0.471404521","0.5","0.204124145","1","0.816496581","0.375","0.375","0.1875","0.1875","3.6667","0.471404521","18.28333333","21.01294575","5.904166667","7.138848627","14.1","13.01102097","4.427777778","4.529457766","7.5","5.02908209","2.263888889","1.774003154","1","1.414213562","0.25","0.353553391","2.416666667","2.435273199","0.604166667","0.6088183","3","2","0.6667","26","8.6667","6.599663291","3","0","2","0","0.6667","0","26","0","1.5","0.5","1","0","0.75","0.25","13","5","11","7","0","2","1","1","A"
"3","0","M","Global","10","19.2","1.92","0.98366661","18.5","1.85","1.025914226","17.9","1.79","1.066255129","7.4","0.74","1.252357776","2.65","0.265","0.379506258","4","1.55","0.3875","0.210282548","4","0.7","0.175","0.075","3.3333","0.471404521","6.4","3.047403266","1.836111111","0.597073625","6.166666667","3.064129385","1.763888889","0.608897506","5.966666667","0.368178701","1.836111111","0.330567227","2.466666667","1.517307557","0.738888889","0.489960946","0.883333333","0.476678322","0.255555556","0.121969436","1.3333","0.471404521","0.516666667","0.377123617","1.3333","0.471404521","0.233333333","0.154560308","0.158333333","0.051370117","3.3333","0.471404521","6.4","3.047403266","1.836111111","0.597073625","6.166666667","3.091206165","1.763888889","0.623918818","5.966666667","2.206555888","1.908333333","0.847736638","2.466666667","3.488393454","0.616666667","0.872098363","0.883333333","0.832999933","0.276388889","0.283829903","1","1","1","29","29","0","1","0","1","0","1","0","29","0","1","0","1","0","1","0","29","0","29","0","0","1","1","0","F"
"3","0","M","Global","12","62","5.166666667","0.799305254","35","2.916666667","0.862006703","53","4.416666667","2.871072196","39.5","3.291666667","4.875356112","21","1.75","0.829156198","0","","","","0","","","","4","1.414213562","20.66666667","8.055363982","5.111111111","0.314269681","11.66666667","3.091206165","3","0.272165527","17.66666667","8.055363982","4.277777778","0.477906959","13.16666667","7.145317037","3.666666667","2.606970713","7","3.559026084","1.666666667","0.272165527","0","0","","","0","0","","","","","4","0","20.66666667","2.357022604","5.166666667","0.589255651","11.66666667","2.867441756","2.916666667","0.716860439","17.66666667","1.247219129","4.416666667","0.311804782","13.16666667","11.28666864","3.291666667","2.821667159","7","2.160246899","1.75","0.540061725","10","8","0.8","199","19.9","24.31645533","3.3333","2.054804668","3","1.632993162","0.94443333","0.078583134","66.3333","59.8349582","3.3333","2.624669291","3","2.160246899","0.95236667","0.067363706","66.3333","50.08215473","23.88096667","26.29012814","10.86453914","2","1","1","A"
