"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","leadAdminHoursResponseCount","leadAdminHoursTotal","leadAdminHoursAverage","leadAdminHoursStandardDeviation","globalLeadAdminHoursResponseCount","globalLeadAdminHoursTotal","globalLeadAdminHoursAverage","globalLeadAdminHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageLeadAdminHoursResponseCountByWeek","standardDeviationLeadAdminHoursResponseCountByWeek","averageLeadAdminHoursTotalByWeek","standardDeviationLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursResponseCountByWeek","standardDeviationGlobalLeadAdminHoursResponseCountByWeek","averageGlobalLeadAdminHoursTotalByWeek","standardDeviationGlobalLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursAverageByWeek","standardDeviationGlobalLeadAdminHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","standardDeviationUniqueCommitMessageCountByStudent","averageUniqueCommitMessagePercentByStudent","standardDeviationUniqueCommitMessagePercentByStudent","averageCommitMessageLengthTotalByStudent","standardDeviationCommitMessageLengthTotalByStudent","averageCommitMessageLengthAverageByStudent","standardDeviationCommitMessageLengthAverageByStudent","averageCommitMessageLengthStandardDeviationByStudent","issueCount","onTimeIssueCount","lateIssueCount","productLetterGrade"
"6","0.1667","M","Local","5","12","2.4","1.019803903","6.5","1.3","0.4","11","2.2","2.481934729","18","3.6","3.666060556","5","1","2","1","1","1","0","0","","","","5","0","12","0","2.4","0","6.5","0","1.3","0","11","0","2.2","0","18","0","3.6","0","5","0","1","0","1","0","1","0","0","0","","","","","1","0","2.4","1.019803903","2.4","1.019803903","1.3","0.4","1.3","0.4","2.2","2.481934729","2.2","2.481934729","3.6","3.666060556","3.6","3.666060556","1","2","1","2","124","101","0.8145","11029","88.9435","102.5136736","41.3333","5.906681716","34.3333","4.988876516","0.83446667","0.071717424","3676.3333","752.9538867","20.6667","17.95054936","17.3333","16.27540749","0.81415","0.199294721","1838.1667","1978.186831","96.25576667","66.9555339","76.72764971","1","1","0","A"
"3","0","M","Global","2","7.15","3.575","1.175","2","1","0","6","3","0","1","0.5","0.5","1","0.5","0.5","0","","","","0","","","","2","0","7.15","0","3.575","0","2","0","1","0","6","0","3","0","1","0","0.5","0","1","0","0.5","0","0","0","","","0","0","","","","","1","0","3.575","1.175","3.575","1.175","1","0","1","0","3","0","3","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","172","94","0.5465","8416","48.9302","79.59691923","57.3333","27.01028611","33.3333","15.17307557","0.60866667","0.181629923","2805.3333","2556.984465","24.5714","21.31972355","13.7143","13.64566164","0.61858571","0.298189271","1202.2857","1452.712804","61.45565714","52.91833092","46.40547828","4","3","1","A"
"3","0","M","Global","3","30","10","3.559026084","16","5.333333333","3.399346342","12","4","2.449489743","23","7.666666667","4.784233365","10","3.333333333","0.471404521","0","","","","0","","","","3","0","30","0","10","0","16","0","5.333333333","0","12","0","4","0","23","0","7.666666667","0","10","0","3.333333333","0","0","0","","","0","0","","","","","1","0","10","3.559026084","10","3.559026084","5.333333333","3.399346342","5.333333333","3.399346342","4","2.449489743","4","2.449489743","7.666666667","4.784233365","7.666666667","4.784233365","3.333333333","0.471404521","3.333333333","0.471404521","76","63","0.8289","3149","41.4342","57.31407826","25.3333","16.00694294","21.3333","13.81625452","0.86956667","0.106511982","1049.6667","572.425444","12.6667","13.2371531","10.6667","13.7072568","0.71726667","0.217131294","524.8333","855.9292059","27.501","14.49406219","21.05673304","2","2","0","A"
"3","0","M","Global","4","15.5","3.875","1.340475662","11.5","2.875","1.243734296","6","1.5","1.060660172","8","2","1.414213562","5.5","1.375","0.960143218","1","1","1","0","1","1","1","0","2","1","7.75","5.25","3.416666667","0.916666667","5.75","3.25","2.75","0.25","3","0.5","1.833333333","0.666666667","4","4","1.333333333","1.333333333","2.75","0.25","1.75","0.75","0.5","0.5","1","0","0.5","0.5","1","0","1","0","1.3333","0.471404521","5.166666667","1.545603083","4.083333333","1.359125536","3.833333333","2.248456261","2.75","1.274754878","2","0.707106781","1.583333333","0.656167323","2.666666667","0.942809042","2.333333333","1.247219129","1.833333333","1.433720878","1.25","0.889756521","188","83","0.4415","5965","31.7287","53.60152253","62.6667","21.17125934","28.3333","16.97710877","0.4354","0.154557239","1988.3333","1159.291259","31.3333","20.66935466","14.5","15.51074896","0.41188333","0.34192904","994.1667","1109.550272","25.49381667","20.37224856","25.49009759","4","2","2","A"
"7","0.1429","M","Local","20","56.35714304","2.817857152","2.226404051","47.78571442","2.389285721","1.845772196","26.42857155","1.321428578","1.465435089","144.4285719","7.221428594","6.704289672","39.07142875","1.953571437","1.99044593","2","4","2","0","0","","","","5","1.224744871","14.08928576","11.92037514","2.450000012","1.540557137","11.9464286","11.37547653","2.019642865","1.526261389","6.607142888","5.639126229","1.148214293","0.70788876","36.10714297","26.59625845","6.460714314","3.84323382","9.767857186","8.469840669","1.687500011","1.106962822","0.5","0.5","2","0","0","0","","","","","2.8571","0.638876565","8.051020435","3.159213987","2.921768716","1.422077883","6.826530631","2.146886388","2.448979598","0.839812377","3.775510222","2.082632826","1.362244904","0.786689182","20.63265313","13.91663166","6.865646279","4.194777449","5.581632678","4.281022725","1.903061232","1.061069134","212","142","0.6698","11381","53.684","89.1298032","53","34.94996423","36","21.08316864","0.74585","0.129185632","2845.25","1199.157699","30.2857","27.44716632","21","18.79969605","0.77072857","0.218255248","1625.8571","1546.143906","47.97701429","22.4212134","59.36623236","1","0","1","F"
"7","0.1429","M","Local","29","63.42857188","2.187192134","2.099770669","53.71428603","1.85221676","2.007121684","45.14285764","1.556650263","2.339242842","98.00000054","3.379310363","4.53051485","38.07142889","1.312807893","1.18602645","4","8.00000006","2.000000015","0.5","0","","","","7.25","2.046338193","15.85714297","6.696785583","2.480583915","1.463671622","13.42857151","6.719602672","2.192602051","1.598728718","11.28571441","4.219730081","1.713010221","0.751823186","24.50000013","14.27731885","3.579790267","1.963746352","9.517857224","3.793581708","1.45011339","0.716174202","1","0","2.000000015","1.005089078","0","0","","","","","4.1429","0.349927106","9.061224554","3.220612489","2.228571444","0.85342732","7.673469433","2.598176397","1.882653072","0.690869831","6.448979663","6.195751738","1.57653063","1.559723188","14.00000008","11.16089597","3.464285733","2.820233551","5.438775556","1.771341594","1.323979603","0.459990792","119","92","0.7731","4106","34.5042","26.93093375","29.75","19.25324648","23.75","18.06066167","0.712525","0.154936638","1026.5","818.7522519","23.8","21.02760091","18.6","15.14727698","0.86178","0.153009809","821.2","678.3481112","44.02028","23.65266333","27.06923303","2","2","0","F"
"7","0.1429","M","Local","24","58.00000033","2.41666668","1.825741858","52.85714313","2.202380964","1.738054468","32.42857164","1.351190485","1.312334646","56.57142892","2.357142872","2.515231379","32.00000018","1.333333341","1.51325165","3","5.571428597","1.857142866","1.414213562","0","","","","6","0.707106781","14.50000008","8.392477113","2.364285729","1.305376536","13.21428578","7.754195634","2.161904774","1.215153739","8.10714291","5.04608856","1.326190485","0.812972339","14.14285723","6.533274231","2.320238111","0.958228312","8.000000045","4.141625384","1.310714294","0.627825803","0.75","0.433012702","1.857142866","1.525296886","0","0","","","","","3.4286","0.728431359","8.285714333","2.34116417","2.494897973","0.771486766","7.551020448","1.768576669","2.261904774","0.546842101","4.632653092","3.1860274","1.282312934","0.721525509","8.081632704","3.605031452","2.496598654","1.277637688","4.571428597","2.678061184","1.469387763","0.979665652","128","84","0.6563","6976","54.5","45.11478416","32","17.1464282","21.5","13.5","0.704325","0.228895712","1744","1654.888969","21.3333","22.47714889","14.3333","13.71941042","0.81525","0.172381184","1162.6667","1455.171544","53.44503333","33.0578354","30.15711974","1","0","1","A"
"6","0.1667","M","Local","20","48.71428591","2.435714296","2.12647008","46.28571448","2.314285724","2.153340428","12.35714301","0.617857151","1.077903057","58.92857173","2.946428587","5.572477008","8.428571492","0.421428575","0.920597632","4","3.428571433","0.857142858","0","0","","","","5","0.707106781","12.17857148","10.31116639","2.291071438","1.986840469","11.57142862","10.18301904","2.180952391","1.991205146","3.089285754","1.803748229","0.57738096","0.295163683","14.73214293","6.841196997","2.987500017","1.399420202","2.107142873","1.140063537","0.420833337","0.222637347","1","0.707106781","1.142857144","0.649437222","0","0","","","","","3.3333","0.745355992","8.119047652","3.789007235","2.321428583","0.893280315","7.714285746","3.535052832","2.220238107","0.860656098","2.059523836","1.312172644","0.682539692","0.448166812","9.821428622","6.981724222","2.793650809","1.7558302","1.404761915","1.990481903","0.412698416","0.599613554","91","70","0.7692","9518","104.5934","171.0115977","22.75","10.91730278","17.75","10.35313962","0.78945","0.241429643","2379.5","1377.101394","15.1667","10.80766189","12","7.979139469","0.86466667","0.121270767","1586.3333","1672.846343","85.57965","63.27950206","89.20830591","1","1","0","F"
"6","0.1667","M","Local","20","60.42857176","3.021428588","2.204540769","61.71428603","3.085714301","2.475378759","31.1428574","1.55714287","1.86748494","82.42857194","4.121428597","3.707762128","29.57142866","1.478571433","1.640121947","4","5.285714418","1.321428604","1.870828693","0","","","","5","1.58113883","15.10714294","6.821615484","2.988520429","1.315074229","15.42857151","7.548482675","3.073129271","1.486580355","7.785714351","2.865167246","1.561649678","0.331083552","20.60714298","9.597180039","4.363520443","2.379502197","7.392857164","4.547229463","1.449404766","0.991259095","1","0.707106781","1.761904806","1.005653001","0","0","","","","","3.3333","0.471404521","10.07142863","3.079170743","3.097222237","1.100496701","10.28571434","3.521556528","3.196428585","1.32201384","5.190476234","2.783169387","1.597222234","0.890457534","13.73809532","6.331229551","4.089285738","1.787006814","4.928571443","3.4540226","1.55555556","1.198537522","75","60","0.8","3369","44.92","41.44450426","18.75","8.525696452","15.5","7.826237921","0.8204","0.116995406","842.25","401.5173564","15","4.289522118","12","2.898275349","0.84592","0.206220963","673.8","221.1084802","48.28434","18.2558894","34.58274701","1","0","1","A"
"6","0.1667","M","Local","20","23.89285736","1.194642868","0.946292106","18.00000018","0.900000009","0.748331477","15.50000015","0.775000007","0.990896059","62.71428594","3.135714297","3.12409987","16.14285725","0.807142863","0.888819442","2","3.285714298","1.642857149","0.5","0","","","","5","1.224744871","5.973214339","2.530600308","1.289285725","0.607792594","4.500000045","1.685774786","0.986904771","0.473508812","3.875000037","1.288068258","0.789880959","0.206734503","15.67857148","11.21013342","3.169047629","1.950889376","4.035714313","1.906955556","0.853571434","0.408850146","0.5","0.5","1.642857149","0.357142851","0","0","","","","","3.3333","1.105541597","3.982142893","2.493507736","1.185714295","0.789116014","3.00000003","1.895214183","0.860714293","0.569546756","2.583333358","1.485998547","0.727777784","0.262073062","10.45238099","4.644810353","3.026984138","0.772406139","2.690476209","1.843201651","0.833333339","0.614336472","4","3","0.75","72","18","3.674234614","2","0","1.5","0.5","0.75","0.25","36","6","4","0","3","0","0.75","0","72","0","18","0","3.674234614","1","1","0","F"
