"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","leadAdminHoursResponseCount","leadAdminHoursTotal","leadAdminHoursAverage","leadAdminHoursStandardDeviation","globalLeadAdminHoursResponseCount","globalLeadAdminHoursTotal","globalLeadAdminHoursAverage","globalLeadAdminHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageLeadAdminHoursResponseCountByWeek","standardDeviationLeadAdminHoursResponseCountByWeek","averageLeadAdminHoursTotalByWeek","standardDeviationLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursResponseCountByWeek","standardDeviationGlobalLeadAdminHoursResponseCountByWeek","averageGlobalLeadAdminHoursTotalByWeek","standardDeviationGlobalLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursAverageByWeek","standardDeviationGlobalLeadAdminHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","standardDeviationUniqueCommitMessageCountByStudent","averageUniqueCommitMessagePercentByStudent","standardDeviationUniqueCommitMessagePercentByStudent","averageCommitMessageLengthTotalByStudent","standardDeviationCommitMessageLengthTotalByStudent","averageCommitMessageLengthAverageByStudent","standardDeviationCommitMessageLengthAverageByStudent","averageCommitMessageLengthStandardDeviationByStudent","issueCount","onTimeIssueCount","lateIssueCount","productLetterGrade"
"6","0.1667","M","Local","41","138","3.365853659","1.88389966","68","1.658536585","1.64331248","117","2.853658537","7.073002521","381","9.292682927","8.620010476","63","1.536585366","2.084759575","8","6","0.75","0.25","0","","","","13.6667","7.845734864","46","30.01110905","3.119444444","0.511277147","22.66666667","17.8247643","1.481944444","0.355777925","39","34.09789827","2.469444444","0.855005234","127","97.1836749","7.755555556","3.001553096","21","17.2819752","1.319444444","0.394307488","2.6667","1.699673171","2","1.08012345","0","0","","","","","6.8333","1.462494065","23","9.110433579","3.25","1.053268722","11.33333333","4.60675832","1.595238095","0.398053655","19.5","19.63627595","2.860119048","3.229731682","63.5","41.78017871","9.240079365","5.644586361","10.5","12.24404617","1.443452381","1.497142142","253","228","0.9012","28074","110.9644","105.630512","42.1667","7.447967657","38.3333","8.359957469","0.9082","0.089948041","4679","1398.418512","42.1667","43.52553529","38.5","41.54816482","0.87216667","0.142137476","4679","6318.179379","98.23466667","47.43193484","78.53716202","2","2","0","A"
"6","0.1667","M","Local","36","94.95","2.6375","1.583086604","37.7","1.047222222","0.758465597","42.5","1.180555556","0.994099102","127.1","3.530555556","3.681320675","44","1.222222222","1.27717377","5","1.9","0.38","0.146969385","0","","","","9","8.031189202","23.7375","19.01497354","2.996590909","0.772783253","9.425","8.941022033","1.294570707","0.528087408","10.625","9.97105185","1.015151515","0.720852342","31.775","28.72806772","3.071212121","1.055408803","11","11.02270384","1.26010101","0.53151017","1.25","0.829156198","0.633333333","0.262466929","0","0","","","","","6","1.527525232","15.825","4.669381651","2.665","0.729326173","6.283333333","1.70334638","1.044861111","0.078351677","7.083333333","3.746294465","1.173611111","0.515060601","21.18333333","22.97465391","3.1825","2.85976944","7.333333333","4.99722145","1.305555556","0.852049091","230","210","0.913","13859","60.2565","37.93471882","38.3333","15.81841402","35.5","15.38126566","0.93186667","0.092373872","2309.8333","1107.883781","46","29.79932885","42.4","27.06732347","0.8589","0.186343189","2771.8","1883.660946","55.79126","18.10661629","36.43885037","2","2","0","A"
"3","0","M","Global","16","37.8","2.3625","2.421163202","23.5","1.46875","0.991664478","34","2.125","1.899835519","76","4.75","8.647615278","5.5","0.34375","0.458214947","0","","","","0","","","","5.3333","2.357022604","12.6","8.789482351","2.651190476","1.303939391","7.833333333","5.137011669","1.357142857","0.505076272","11.33333333","4.109609335","2.333333333","0.525969572","25.33333333","29.93418707","3.738095238","4.181809219","1.833333333","0.849836586","0.380952381","0.121405227","0","0","","","0","0","","","","","5.3333","0.942809042","12.6","2.248332716","2.395833333","0.350941195","7.833333333","3.793268892","1.416666667","0.53142018","11.33333333","9.533566431","1.916666667","1.559023911","25.33333333","21.17125934","4.611111111","3.359159213","1.833333333","1.545603083","0.319444444","0.246111738","212","123","0.5802","10229","48.25","77.29244117","35.3333","29.94810326","22","16.40121947","0.74576667","0.205784699","1704.8333","2160.735941","30.2857","24.74275817","17.8571","15.69739352","0.6507","0.234000763","1461.2857","1556.626087","55.79385714","39.47885278","55.52537625","6","4","2","A"
"3","0","M","Global","11","21","1.909090909","0.668042657","18","1.636363636","0.771389216","17","1.545454545","0.890723543","49","4.454545455","3.114880309","2.25","0.204545455","0.38165581","1","0.5","0.5","0","1","0.3","0.3","0","3.6667","0.471404521","7","0.816496581","1.972222222","0.501540836","6","0.816496581","1.694444444","0.463148111","5.666666667","2.054804668","1.5","0.40824829","16.33333333","4.921607687","4.361111111","0.888020409","0.75","0.889756521","0.194444444","0.218722441","0.3333","0.471404521","0.5","0","0.3333","0.471404521","0.3","0","0.3","0","3.6667","2.054804668","7","2.943920289","2.222222222","0.566557724","6","2.943920289","1.972222222","0.746390491","5.666666667","3.681787006","1.388888889","0.283278862","16.33333333","11.32352517","3.777777778","2.469567863","0.75","0.353553391","0.222222222","0.03928371","79","71","0.8987","5745","72.7215","56.86736438","13.1667","13.83734881","12","11.64760347","0.97083333","0.065218649","957.5","693.4668341","15.8","8.818163074","14.2","8.975522269","0.87008","0.145153676","1149","757.1652396","68.36252","25.88518059","45.3455789","2","1","1","F"
"3","0","M","Global","19","108","5.684210526","4.013826519","55","2.894736842","2.029901134","76","4","3.713418059","98","5.157894737","3.437611746","46","2.421052632","2.135311871","0","","","","0","","","","6.3333","2.867441756","36","19.25270544","6.288888889","2.994480519","18.33333333","5.948856099","3.355555556","1.417505198","25.33333333","15.45603083","3.844444444","0.769960717","32.66666667","14.38363267","5.544444444","1.642115468","15.33333333","8.259674462","2.511111111","0.760279351","0","0","","","0","0","","","","","6.3333","0.471404521","36","10.19803903","5.603174603","1.162745814","18.33333333","8.993825042","2.825396825","1.238756437","25.33333333","16.21384868","3.968253968","2.62051426","32.66666667","10.53037933","5.214285714","1.862121938","15.33333333","8.178562764","2.357142857","1.139047884","90","69","0.7667","3505","38.9444","53.13742375","18","15.51773179","14.2","13.90539464","0.6975","0.236051206","701","619.0305324","15","13.95229969","11.6667","14.61354014","0.7095","0.252824537","584.1667","886.6922459","26.68681667","14.13709132","20.08912671","8","7","1","A"
"3","0","M","Global","20","81","4.05","2.126617032","30.5","1.525","1.259712269","30.5","1.525","0.883529852","56","2.8","2.249444376","22.5","1.125","1.202861172","5","6","1.2","0.4","5","5.5","1.1","0.2","5","3.391164992","20.25","15.4616461","3.695833333","0.781591592","7.625","4.34992816","1.933333333","0.85926325","7.625","4.758216578","1.708333333","0.509459136","14","15.3622915","2","1.490711985","5.625","4.292071178","1.366666667","0.691616464","1.25","1.089724736","2","1.414213562","1.25","1.089724736","1.833333333","1.178511302","1.055555556","0.07856742","6.6667","1.247219129","27","12.67543556","4.14047619","1.822201828","10.16666667","3.704351795","1.702380952","0.95044446","10.16666667","5.328122454","1.500595238","0.605530656","18.66666667","6.944222219","3.067857143","1.693733448","7.5","4.708148964","1.320238095","1.059699022","315","133","0.4222","9029","28.6635","52.78041755","52.5","20.6538939","23.1667","13.67987167","0.43081667","0.110798878","1504.8333","1065.966137","52.5","34.3305015","22.8333","26.24510536","0.39233333","0.344738319","1504.8333","1631.471566","26.10855","20.47524071","29.31697732","4","2","2","A"
"7","0.1429","M","Local","41","102.9285716","2.510452965","1.871544009","76.35714298","1.862369341","1.631231474","74.85714298","1.825783975","1.574257518","464.4285718","11.32752614","14.77163061","81.50000018","1.987804882","2.086257119","5","9","1.8","0.4","0","","","","5.125","2.420614591","12.86607145","9.927571711","2.233928579","1.335865863","9.544642873","8.999995558","1.631250006","1.183873013","9.357142873","6.64362513","1.597321435","0.748211613","58.05357147","43.09960797","10.05892858","7.410590991","10.18750002","8.832117385","1.654464294","0.888546282","0.625","0.695970545","2.25","0.433012702","0","0","","","","","5.8571","0.638876565","14.70408165","3.271136369","2.560884358","0.727389839","10.90816328","2.370467677","1.875170071","0.40579671","10.69387757","5.447565371","1.797278915","0.827389327","66.34693882","77.39975579","10.48299321","10.81671428","11.64285717","7.58940879","2.068367352","1.522398754","260","179","0.6885","13886","53.4077","81.30026929","43.3333","33.12937602","30.3333","20.21275725","0.78991667","0.141304499","2314.3333","1319.404369","37.1429","33.11205465","26.2857","22.95159058","0.7822","0.198456768","1983.7143","1922.759751","46.04898571","19.06433364","53.32491543","2","0","2","F"
"7","0.1429","M","Local","48","131.0000008","2.729166683","4.666992176","93.35714316","1.944940483","1.800577405","87.21428624","1.816964297","2.135975537","182.571429","3.803571438","4.066290966","70.35714316","1.465773816","1.146732602","6","15.14285719","2.523809532","0.471404521","0","","","","6","2.449489743","16.3750001","6.953540142","3.014746336","1.155666203","11.6696429","7.143119375","2.078915114","1.286101984","10.90178578","5.429386363","1.792740232","0.667898583","22.82142863","16.22698521","3.637811802","1.771482298","8.794642895","5.21348297","1.409630108","0.647951927","0.75","0.433012702","2.523809532","0.717453278","0","0","","","","","6.8571","0.832993128","18.71428583","8.435659514","2.677113718","1.004743897","13.33673474","4.181507671","1.924623427","0.457317611","12.45918375","7.985579018","1.865342577","1.334443972","26.08163272","19.23157291","3.839650155","2.96313111","10.05102045","4.127825359","1.459730327","0.577109075","220","176","0.8","7115","32.3409","22.71257479","36.6667","18.89150309","30.3333","17.7263144","0.76221667","0.144718456","1185.8333","715.2746365","36.6667","49.15508338","29.5","37.2949952","0.89808333","0.11850625","1185.8333","1591.931261","39.93065","23.22090575","22.23054211","3","2","1","F"
"7","0.1429","M","Local","44","176.571429","4.012987022","5.033359787","130.4285718","2.964285722","4.382711621","67.57142878","1.53571429","1.332988936","193.2857147","4.392857151","6.149984882","125.2857145","2.847402602","5.445968636","7","11.5714286","1.653061228","1.030157507","0","","","","5.5","1.5","22.07142862","13.81861353","3.920238109","2.442453017","16.30357147","11.32259735","2.870833346","1.786722621","8.446428597","5.391999672","1.417857148","0.844703883","24.16071433","16.73448675","4.34464287","3.244845837","15.66071431","11.67872158","2.78630953","2.171837671","0.875","0.59947894","1.928571433","1.08091042","0","0","","","","","6.2857","1.030157507","25.22448985","11.71748517","4.183916432","2.25867654","18.63265311","9.159696608","3.012633632","1.393202208","9.653061254","5.334773523","1.520894076","0.84033065","27.61224495","18.21025796","4.825072894","3.740669074","17.89795921","14.22655389","3.286686107","3.434559898","173","126","0.7283","9537","55.1272","42.5153629","28.8333","14.92667262","21.6667","11.39688066","0.79361667","0.226124851","1589.5","1378.378123","28.8333","27.66716867","21.5","19.14636606","0.84953333","0.138766466","1589.5","1762.714739","53.34341667","32.19844621","29.24266981","2","0","2","A"
"6","0.1667","M","Local","37","78.35714316","2.117760626","1.918633401","74.35714316","2.009652518","1.922816749","34.85714307","0.942084948","1.498355563","127.1428574","3.436293443","4.410749536","22.57142869","0.610038613","1.17746059","8","6.285714298","0.785714287","0.330718914","0","","","","4.625","0.992156742","9.794642895","8.052556725","1.963244057","1.463507751","9.294642895","7.91443698","1.869494057","1.473243011","4.357142884","3.130861836","0.933779768","0.733009051","15.89285717","11.00973592","3.417113102","2.608850809","2.821428586","1.485903133","0.604761909","0.244749278","1","0.707106781","1.04761905","0.499432782","0","0","","","","","6.1667","1.067187373","13.05952386","3.953474457","2.086451256","0.467337794","12.39285719","3.668154454","1.990617922","0.48131942","5.809523846","3.505745218","0.96428572","0.543342517","21.19047623","12.80456622","3.693905902","2.570306186","3.761904781","3.789231694","0.642857146","0.696150742","118","97","0.822","11071","93.822","152.3840838","19.6667","10.82692118","16.3333","9.706813186","0.85963333","0.220703985","1845.1667","1376.414596","19.6667","12.93144316","16.5","10.1447852","0.89631667","0.100008573","1845.1667","1717.122925","78.81238333","55.54934462","84.09376885","2","2","0","F"
