"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","leadAdminHoursResponseCount","leadAdminHoursTotal","leadAdminHoursAverage","leadAdminHoursStandardDeviation","globalLeadAdminHoursResponseCount","globalLeadAdminHoursTotal","globalLeadAdminHoursAverage","globalLeadAdminHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageLeadAdminHoursResponseCountByWeek","standardDeviationLeadAdminHoursResponseCountByWeek","averageLeadAdminHoursTotalByWeek","standardDeviationLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursResponseCountByWeek","standardDeviationGlobalLeadAdminHoursResponseCountByWeek","averageGlobalLeadAdminHoursTotalByWeek","standardDeviationGlobalLeadAdminHoursTotalByWeek","averageGlobalLeadAdminHoursAverageByWeek","standardDeviationGlobalLeadAdminHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","standardDeviationUniqueCommitMessageCountByStudent","averageUniqueCommitMessagePercentByStudent","standardDeviationUniqueCommitMessagePercentByStudent","averageCommitMessageLengthTotalByStudent","standardDeviationCommitMessageLengthTotalByStudent","averageCommitMessageLengthAverageByStudent","standardDeviationCommitMessageLengthAverageByStudent","averageCommitMessageLengthStandardDeviationByStudent","issueCount","onTimeIssueCount","lateIssueCount","productLetterGrade"
"3","0","M","Global","8","13","1.625","0.484122918","11","1.375","0.484122918","14","1.75","0.968245837","39","4.875","3.333072906","2","0.25","0.433012702","0","","","","0","","","","4","0","6.5","0.5","1.625","0.125","5.5","0.5","1.375","0.125","7","1","1.75","0.25","19.5","2.5","4.875","0.625","1","1","0.25","0.25","0","0","","","0","0","","","","","4","1","6.5","0.5","1.7","0.3","5.5","1.5","1.366666667","0.033333333","7","2","1.733333333","0.066666667","19.5","5.5","5.566666667","2.766666667","1","0","0.266666667","0.066666667","1","1","1","35","35","0","1","0","1","0","1","0","35","0","1","0","1","0","1","0","35","0","35","0","0","1","0","1","F"
"7","0.1429","M","Local","11","13.28571457","1.207792233","0.749655568","8.000000179","0.727272744","0.792527081","19.00000036","1.72727276","1.720080721","167.2857158","15.20779235","22.45104868","10.14285737","0.922077943","0.881396338","2","1.714285791","0.857142895","0.5","0","","","","3.6667","1.885618083","4.428571522","2.777460327","1.038095264","0.346279212","2.666666726","1.499811038","0.685714304","0.093313885","6.333333453","4.327311374","1.41904765","0.66653059","55.76190527","56.26665518","11.30476201","11.10494972","3.380952458","1.994323037","0.828571451","0.185164014","0.6667","0.942809042","1.714285791","0","0","0","","","","","1.8333","0.687184271","2.214285761","0.840108517","1.226190507","0.392134992","1.333333363","1.064794288","0.690476209","0.511212169","3.166666726","2.838530658","1.662698456","1.154079907","27.88095264","51.50262009","10.44841282","16.67359512","1.690476229","1.018257387","0.900793675","0.548552825","7","7","1","443","63.2857","27.59251599","7","0","7","0","1","0","443","0","1.75","1.299038106","1.75","1.299038106","1","0","110.75","120.5080392","51.125","21.7496408","5.669270235","1","0","1","F"
"6","0","M","Local","1","1.714285791","1.714285791","0","1.714285791","1.714285791","0","0","0","0","3.428571582","3.428571582","0","0.571428597","0.571428597","0","0","","","","0","","","","1","0","1.714285791","0","1.714285791","0","1.714285791","0","1.714285791","0","0","0","0","0","3.428571582","0","3.428571582","0","0.571428597","0","0.571428597","0","0","0","","","0","0","","","","","1","0","1.714285791","0","1.714285791","0","1.714285791","0","1.714285791","0","0","0","0","0","3.428571582","0","3.428571582","0","0.571428597","0","0.571428597","0","8","7","0.875","237","29.625","11.2354072","8","0","7","0","0.875","0","237","0","2.6667","1.699673171","2.3333","1.247219129","0.93333333","0.094280904","79","33.950945","33.6","7.224033961","3.466666667","1","0","1","F"
"7","0","M","Local","38","105.5","2.776315789","1.665032671","108.5","2.855263158","1.712599958","54.5","1.434210526","2.065286563","149","3.921052632","2.868903871","47","1.236842105","1.897841024","6","26","4.333333333","2.134374746","0","","","","19","4","52.75","1.25","2.919565217","0.680434783","54.25","0.75","2.996376812","0.670289855","27.25","5.25","1.439855072","0.026811594","74.5","15.5","3.923188406","0.010144928","23.5","6.5","1.369565217","0.630434783","3","0","13","1","0","0","","","","","5.4286","1.678191446","15.07142857","3.931816841","2.986394558","1.069337123","15.5","4.698023901","3.085034014","1.231527395","7.785714286","10.70332773","1.371428571","1.756323205","21.28571429","12.66845673","3.904761905","1.690691756","6.714285714","8.729494924","1.18707483","1.414925104","56","38","0.6786","1159","20.6964","15.08774295","56","0","38","0","0.6786","0","1159","0","18.6667","12.97005097","13","11.5758369","0.62423333","0.303031289","386.3333","224.3989503","22.44443333","3.552066344","12.80736745","0","0","0","A"
"7","0.2857","M","Local","33","98","2.96969697","1.753521971","52","1.575757576","0.749961738","80.5","2.439393939","2.627816168","143.5","4.348484848","6.959280754","31.5","0.954545455","0.721568539","6","14","2.333333333","0.471404521","0","","","","16.5","6.5","49","20","2.95","0.05","26","9","1.610869565","0.089130435","40.25","20.25","2.315217391","0.315217391","71.75","14.75","4.730434783","0.969565217","15.75","4.75","0.995652174","0.104347826","3","1","7","3","0","0","","","","","4.7143","1.829464068","14","7.483314774","2.805442177","1.123303324","7.428571429","3.849198167","1.486394558","0.52711037","11.5","12.26784415","2.094557823","2.182780668","20.5","19.03943276","6.31292517","9.19388563","4.5","3.555679561","0.87414966","0.577169894","7","7","1","188","26.8571","15.05635672","7","0","7","0","1","0","188","0","3.5","1.5","3.5","1.5","1","0","94","61","23.75","7.25","14.34097693","0","0","0","A"
"6","0","M","Local","35","156","4.457142857","3.101546685","142","4.057142857","2.703889866","126.5","3.614285714","3.503234657","162.5","4.642857143","2.837432009","31.5","0.9","1.319090596","7","8.5","1.214285714","0.451753951","0","","","","17.5","8.5","78","38","4.452991453","0.008547009","71","36","4.002136752","0.113247863","63.25","27.75","3.722222222","0.222222222","81.25","44.25","4.469017094","0.357905983","15.75","10.25","0.805555556","0.194444444","3.5","1.5","4.25","2.75","0","0","","","","","5.8333","1.462494065","26","16.31972222","4.26984127","2.369602578","23.66666667","13.11064029","3.911111111","1.759600953","21.08333333","18.610966","3.265079365","2.558102842","27.08333333","11.77715538","4.776190476","1.894396399","5.25","7.733854149","0.834126984","1.096032895","24","24","1","1112","46.3333","24.91095252","24","0","24","0","1","0","1112","0","4.8","3.544009029","4.8","3.544009029","1","0","222.4","129.8593085","52.1091","17.18778669","14.84463326","0","0","0","A"
"6","0","M","Local","37","151.5","4.094594595","2.67075715","68","1.837837838","1.635972535","39","1.054054054","0.733224863","196","5.297297297","4.1189402","40","1.081081081","0.775586208","7","8","1.142857143","0.349927106","0","","","","18.5","3.5","75.75","13.75","4.100757576","0.032575758","34","13","1.768181818","0.368181818","19.5","5.5","1.034848485","0.101515152","98","8","5.409090909","0.590909091","20","2.5","1.09469697","0.071969697","3.5","0.5","4","0","0","0","","","","","6.1667","0.897527468","25.25","5.956439093","4.127777778","0.893591938","11.33333333","5.120763832","1.826190476","0.800442763","6.5","1.892969449","1.069047619","0.322871541","32.66666667","10.9188929","5.444444444","1.853033032","6.666666667","2.748737084","1.054761905","0.360311342","47","46","0.9787","3233","68.7872","51.45414656","47","0","46","0","0.9787","0","3233","0","11.75","5.539629952","11.5","5.5","0.980775","0.033298677","808.25","500.6148095","64.514425","23.85357545","36.29646817","0","0","0","A"
"6","0.1667","M","Local","36","126","3.5","1.936491673","61.5","1.708333333","1.741547045","106","2.944444444","7.486819694","363","10.08333333","8.810899185","58","1.611111111","2.085369375","7","5","0.714285714","0.24743583","0","","","","18","6","63","22","3.479166667","0.0625","30.75","16.75","1.572916667","0.40625","53","34","2.604166667","1.020833333","181.5","72.5","9.833333333","0.75","29","16","1.479166667","0.395833333","3.5","1.5","2.5","1","0","0","","","","","6","1.154700538","21","8.041558721","3.424603175","1.17324165","10.25","4.180809332","1.640873016","0.433852856","17.66666667","19.01461426","3.092857143","3.810777324","60.5","38.41332234","10.14087302","6.3055259","9.666666667","10.4509436","1.538095238","1.470495929","35","34","0.9714","4050","115.7143","93.53977654","35","0","34","0","0.9714","0","4050","0","11.6667","4.18993503","11.3333","3.858612301","0.97916667","0.029462783","1350","937.6420781","115.1148667","64.58826243","51.50445664","0","0","0","A"
"6","0.1667","M","Local","31","74.95","2.417741935","1.007115682","29.7","0.958064516","0.712457896","34.5","1.112903226","0.904377146","116.1","3.74516129","3.736467083","40","1.290322581","1.330620723","4","1.4","0.35","0.15","0","","","","15.5","6.5","37.475","17.225","2.368181818","0.118181818","14.85","9.85","0.839141414","0.283585859","17.25","9.75","1.03030303","0.196969697","58.05","16.05","4.017424242","0.649242424","20","9","1.27020202","0.047979798","2","0","0.7","0.3","0","0","","","","","5.1667","1.572330189","12.49166667","5.214596235","2.376388889","0.832692616","4.95","2.347871376","0.909126984","0.229982486","5.75","2.968585522","1.117063492","0.380481894","19.35","20.57779953","3.354365079","3.084235762","6.666666667","4.792934615","1.366071429","0.892670285","15","15","1","1049","69.9333","37.69963159","15","0","15","0","1","0","1049","0","5","2.828427125","5","2.828427125","1","0","349.6667","243.9376059","69.38096667","20.14448407","20.14709652","0","0","0","A"
"3","0","M","Global","14","30.65","2.189285714","2.502440136","21.5","1.535714286","1.043077276","28","2","2","75","5.357142857","9.08182756","4.5","0.321428571","0.447498717","0","","","","0","","","","7","0","15.325","9.675","2.189285714","1.382142857","10.75","3.75","1.535714286","0.535714286","14","2","2","0.285714286","37.5","30","5.357142857","4.285714286","2.25","0.75","0.321428571","0.107142857","0","0","","","0","0","","","","","4.6667","0.471404521","10.21666667","0.872098363","2.220833333","0.352422174","7.166666667","3.472111109","1.5","0.637704216","9.333333333","8.498365856","1.883333333","1.68341584","25","21.46314671","5.233333333","4.184362423","1.5","1.08012345","0.308333333","0.208499933","1","1","1","52","52","0","1","0","1","0","1","0","52","0","1","0","1","0","1","0","52","0","52","0","0","0","0","0","A"
