"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"7","0.1429","0","0","19","33.285715","1.75188","1.563078","20.571429","1.082707","1.227569","29.428572","1.548872","1.538067","152.714287","8.037594","12.766386","32.285714","1.699248","2.253037","6.3333","2.624669","11.095238","7.165994","1.652381","0.563798","6.857143","5.084323","0.971429","0.362155","9.809524","7.990073","1.309524","0.582317","50.904762","40.44318","6.904762","2.755559","10.761905","10.777486","1.333333","0.895745","2.7143","0.699854","4.755102","2.812627","1.707483","0.667846","2.938776","2.491803","1.020408","0.613057","4.204082","2.354646","1.454082","0.549333","21.816327","21.791714","7.673469","7.051694","4.612245","4.105542","1.77381","1.765177","128","100","0.7813","6681","52.1953","37.354313","42.6667","29.825418","33.6667","22.939534","0.84786667","0.108336","2227","1528.450414","18.2857","15.191297","14.4286","1","0","1","A"
"7","0.1429","0","0","22","39.428572","1.792208","1.934891","28.071429","1.275974","1.705151","28.214286","1.282468","1.496035","59.57143","2.707792","3.830338","22.857143","1.038961","1.024493","7.3333","1.699673","13.142857","4.765237","1.993783","1.070935","9.357143","4.091222","1.441733","0.883943","9.404762","2.661347","1.460913","0.806995","19.857143","6.697548","2.880159","1.152113","7.619048","2.054805","1.135053","0.501405","3.1429","0.638877","5.632653","2.393939","1.75","0.554928","4.010204","1.301731","1.276361","0.314389","4.030612","1.906662","1.27551","0.550327","8.510204","6.160562","2.726191","1.903667","3.265306","2.12637","1.017007","0.691058","136","117","0.8603","4107","30.1985","17.686743","45.3333","9.030811","39.3333","7.408704","0.86963333","0.011478","1369","254.166612","34","37.26929","29.25","1","0","1","F"
"7","0.1429","0","0","18","62.714286","3.484127","6.370263","55.857143","3.103175","6.531028","25.285715","1.404762","1.268079","61.428572","3.412698","5.674559","46.142858","2.563492","5.186938","6","0.816497","20.904762","16.333403","3.520635","2.7093","18.619048","15.935385","3.170295","2.636703","8.428572","5.354126","1.418141","0.888298","20.476191","12.445983","3.477098","2.074366","15.380953","11.752744","2.581859","1.950262","2.5714","0.494872","8.959184","9.761803","3.887755","5.035084","7.979592","9.480816","3.530612","4.893864","3.612245","2.38033","1.343537","0.731743","8.77551","7.551517","3.717687","3.669149","6.591837","7.636963","2.911565","3.951637","55","53","0.9636","3386","61.5636","36.73827","18.3333","6.944222","18","6.97615","0.98146667","0.02621","1128.6667","314.539169","13.75","3.832427","13.25","1","0","1","A"
"6","0.1667","0","0","12","10.357143","0.863095","1.180719","9.785714","0.815476","1.226869","12.642857","1.053571","1.651493","39.357144","3.279762","6.462902","5","0.416667","0.849837","4","0","3.452381","2.666454","0.863095","0.666614","3.261905","2.877507","0.815476","0.719377","4.214286","4.802564","1.053571","1.200641","13.119048","7.403882","3.279762","1.85097","1.666667","0.293544","0.416667","0.073386","2","0.57735","1.72619","1.219468","0.751984","0.425275","1.630952","1.048498","0.720238","0.385988","2.107143","2.410913","0.859127","0.831131","6.559524","4.870154","4.339286","4.599881","0.833333","0.711503","0.519841","0.591643","43","43","1","4523","105.186","126.758745","14.3333","6.236096","14.3333","6.236096","1","0","1507.6667","1089.793966","7.1667","4.740488","7.1667","1","1","0","A"
"7","0.1429","0","0","17","39.285715","2.310924","1.606647","29.857143","1.756303","2.001729","15.285714","0.89916","1.499712","50.285715","2.957983","4.088129","8.214286","0.483193","0.746387","5.6667","0.942809","13.095238","5.906682","2.357823","1.211341","9.952381","4.027682","1.805442","0.857313","5.095238","1.592215","0.964626","0.395031","16.761905","5.833674","2.938776","0.940253","2.738095","1.601799","0.514966","0.343708","2.4286","0.728431","5.612245","1.517083","2.44898","0.722899","4.265306","1.671975","1.891157","0.968056","2.183673","1.192088","0.833333","0.444708","7.183674","3.604916","3.289116","1.673767","1.173469","1.174223","0.477891","0.53522","69","67","0.971","5686","82.4058","58.589537","23","11.224972","22.3333","11.671428","0.95303333","0.037172","1895.3333","1208.469096","11.5","7.455423","11.1667","1","0","1","A"
"6","0.1667","0","0","15","20.285715","1.352381","0.734847","25.571429","1.704762","2.862788","13.142857","0.87619","1.181336","72.57143","4.838095","3.912374","21.642857","1.442857","2.329998","5","0.816497","6.761905","3.749528","1.355556","0.73879","8.52381","8.13185","1.702381","1.624727","4.380952","2.494438","0.820635","0.433243","24.190477","14.764055","4.75873","2.898644","7.214286","6.374641","1.409921","1.281746","2.5","0.763763","3.380952","1.980632","1.321429","0.686049","4.261905","4.63161","1.496032","1.550572","2.190476","1.105542","0.888889","0.461616","12.095238","8.640856","4.484127","2.762543","3.607143","3.782737","1.375","1.278044","3","2","0.6667","74","24.6667","5.18545","1.5","0.5","1","0","0.75","0.25","37","5","3","0","2","1","0","1","A"
"3","0.3333","1","1","8","14.714286","1.839286","1.363589","15.142857","1.892857","1.363589","13.142857","1.642857","0.695971","23.714286","2.964286","6.179604","12.142857","1.517857","1.218349","2.6667","0.471405","4.904762","1.522321","1.825397","0.377631","5.047619","2.167582","1.84127","0.583644","4.380952","2.653026","1.555556","0.794285","7.904762","1.381773","3.015873","0.48614","4.047619","1.522321","1.47619","0.374953","2.6667","0.471405","4.904762","2.475275","1.714286","0.713756","5.047619","2.601238","1.761905","0.756928","4.380952","0.740779","1.674603","0.279248","7.904762","6.01849","2.769841","1.889056","4.047619","2.167582","1.452381","0.626632","46","39","0.8478","2377","51.6739","51.8887","15.3333","11.469767","13.3333","11.440668","0.86986667","0.161064","792.3333","704.063602","15.3333","9.809293","13","1","0","1","A"
"5","0.2","0","0","15","24.857143","1.657143","1.254326","20.857143","1.390476","1.095445","10.285714","0.685714","0.875595","22.857143","1.52381","1.842703","7.428571","0.495238","0.699206","5","0.816497","8.285714","1.941316","1.646825","0.257601","6.952381","1.754812","1.389683","0.290179","3.428571","1.432138","0.658333","0.172672","7.619048","2.316264","1.490476","0.213915","2.47619","1.132893","0.492857","0.217672","3","0.632456","4.971429","2.557741","1.611905","0.767819","4.171429","2.01099","1.37619","0.626041","2.057143","1.689342","0.671429","0.489435","4.571429","2.1703","1.502381","0.67362","1.485714","1.569089","0.480952","0.43654","2","1","0.5","78","39","0","2","0","1","0","0.5","0","78","0","2","0","1","1","1","0","A"
"5","0.2","1","0","15","17.214286","1.147619","0.946338","14.071429","0.938095","0.890693","16.642857","1.109524","0.910433","31.714286","2.114286","1.641815","9.714286","0.647619","0.573488","5","0","5.738095","2.416168","1.147619","0.483234","4.690476","1.840894","0.938095","0.368179","5.547619","1.666326","1.109524","0.333265","10.571429","3.696385","2.114286","0.739277","3.238095","0.793968","0.647619","0.158794","3","0","3.442857","1.222577","1.147619","0.407526","2.814286","1.560743","0.938095","0.520248","3.328571","1.727095","1.109524","0.575698","6.342857","1.707965","2.114286","0.569322","1.942857","1.008535","0.647619","0.336178","50","46","0.92","2673","53.46","84.280297","16.6667","18.624953","15.3333","18.153665","0.81783333","0.225542","891","817.171137","12.5","16.039015","11.5","1","1","0","F"
"5","0.6","1","0","15","23.857143","1.590476","2.124984","18.857143","1.257143","2.276449","18.571429","1.238095","1.146977","31","2.066667","2.792052","10.071429","0.671429","0.46428","5","0.816497","7.952381","1.44906","1.596032","0.162421","6.285714","2.381905","1.211905","0.326824","6.190476","2.208004","1.218254","0.282778","10.333333","1.326513","2.081746","0.12088","3.357143","0.254216","0.690079","0.130773","3","0","4.771429","2.120069","1.590476","0.70669","3.771429","2.411875","1.257143","0.803958","3.714286","1.153522","1.238095","0.384507","6.2","3.462452","2.066667","1.154151","2.014286","0.320713","0.671429","0.106904","89","87","0.9775","3342","37.5506","28.443917","29.6667","12.03698","29","11.575837","0.98233333","0.012609","1114","478.503918","29.6667","20.885934","29","2","1","1","A"
