"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"3","0","0","1","8","13","1.625","0.484123","11","1.375","0.484123","14","1.75","0.968246","39","4.875","3.333073","2","0.25","0.433013","4","0","6.5","0.5","1.625","0.125","5.5","0.5","1.375","0.125","7","1","1.75","0.25","19.5","2.5","4.875","0.625","1","1","0.25","0.25","4","1","6.5","0.5","1.7","0.3","5.5","1.5","1.366667","0.033333","7","2","1.733333","0.066667","19.5","5.5","5.566667","2.766667","1","0","0.266667","0.066667","1","1","1","35","35","0","1","0","1","0","1","0","35","0","1","0","1","1","0","1","F"
"7","0.1429","0","0","11","13.285715","1.207792","0.749656","8","0.727273","0.792527","19","1.727273","1.720081","167.285716","15.207792","22.451049","10.142857","0.922078","0.881396","3.6667","1.885618","4.428572","2.77746","1.038095","0.346279","2.666667","1.499811","0.685714","0.093314","6.333333","4.327311","1.419048","0.666531","55.761905","56.266655","11.304762","11.10495","3.380952","1.994323","0.828571","0.185164","1.8333","0.687184","2.214286","0.840109","1.226191","0.392135","1.333333","1.064794","0.690476","0.511212","3.166667","2.838531","1.662698","1.15408","27.880953","51.50262","10.448413","16.673595","1.690476","1.018257","0.900794","0.548553","7","7","1","443","63.2857","27.592516","7","0","7","0","1","0","443","0","1.75","1.299038","1.75","1","0","1","A"
"6","0","0","0","1","1.714286","1.714286","0","1.714286","1.714286","0","0","0","0","3.428572","3.428572","0","0.571429","0.571429","0","1","0","1.714286","0","1.714286","0","1.714286","0","1.714286","0","0","0","0","0","3.428572","0","3.428572","0","0.571429","0","0.571429","0","1","0","1.714286","0","1.714286","0","1.714286","0","1.714286","0","0","0","0","0","3.428572","0","3.428572","0","0.571429","0","0.571429","0","8","7","0.875","237","29.625","11.235407","8","0","7","0","0.875","0","237","0","2.6667","1.699673","2.3333","1","0","1","F"
"7","0","0","0","38","105.5","2.776316","1.665033","108.5","2.855263","1.7126","54.5","1.434211","2.065287","149","3.921053","2.868904","47","1.236842","1.897841","19","4","52.75","1.25","2.919565","0.680435","54.25","0.75","2.996377","0.67029","27.25","5.25","1.439855","0.026812","74.5","15.5","3.923188","0.010145","23.5","6.5","1.369565","0.630435","5.4286","1.678191","15.071429","3.931817","2.986395","1.069337","15.5","4.698024","3.085034","1.231527","7.785714","10.703328","1.371429","1.756323","21.285714","12.668457","3.904762","1.690692","6.714286","8.729495","1.187075","1.414925","56","38","0.6786","1159","20.6964","15.087743","56","0","38","0","0.6786","0","1159","0","18.6667","12.970051","13","0","0","0","F"
"7","0.2857","0","0","33","98","2.969697","1.753522","52","1.575758","0.749962","80.5","2.439394","2.627816","143.5","4.348485","6.959281","31.5","0.954545","0.721569","16.5","6.5","49","20","2.95","0.05","26","9","1.61087","0.08913","40.25","20.25","2.315217","0.315217","71.75","14.75","4.730435","0.969565","15.75","4.75","0.995652","0.104348","4.7143","1.829464","14","7.483315","2.805442","1.123303","7.428571","3.849198","1.486395","0.52711","11.5","12.267844","2.094558","2.182781","20.5","19.039433","6.312925","9.193886","4.5","3.55568","0.87415","0.57717","7","7","1","188","26.8571","15.056357","7","0","7","0","1","0","188","0","3.5","1.5","3.5","0","0","0","A"
"6","0","0","0","35","156","4.457143","3.101547","142","4.057143","2.70389","126.5","3.614286","3.503235","162.5","4.642857","2.837432","31.5","0.9","1.319091","17.5","8.5","78","38","4.452991","0.008547","71","36","4.002137","0.113248","63.25","27.75","3.722222","0.222222","81.25","44.25","4.469017","0.357906","15.75","10.25","0.805556","0.194444","5.8333","1.462494","26","16.319722","4.269841","2.369603","23.666667","13.11064","3.911111","1.759601","21.083333","18.610966","3.265079","2.558103","27.083333","11.777155","4.77619","1.894396","5.25","7.733854","0.834127","1.096033","24","24","1","1112","46.3333","24.910953","24","0","24","0","1","0","1112","0","4.8","3.544009","4.8","0","0","0","A"
"6","0","0","0","37","151.5","4.094595","2.670757","68","1.837838","1.635973","39","1.054054","0.733225","196","5.297297","4.11894","40","1.081081","0.775586","18.5","3.5","75.75","13.75","4.100758","0.032576","34","13","1.768182","0.368182","19.5","5.5","1.034848","0.101515","98","8","5.409091","0.590909","20","2.5","1.094697","0.07197","6.1667","0.897527","25.25","5.956439","4.127778","0.893592","11.333333","5.120764","1.82619","0.800443","6.5","1.892969","1.069048","0.322872","32.666667","10.918893","5.444444","1.853033","6.666667","2.748737","1.054762","0.360311","47","46","0.9787","3233","68.7872","51.454147","47","0","46","0","0.9787","0","3233","0","11.75","5.53963","11.5","0","0","0","A"
"6","0.1667","0","0","36","126","3.5","1.936492","61.5","1.708333","1.741547","106","2.944444","7.48682","363","10.083333","8.810899","58","1.611111","2.085369","18","6","63","22","3.479167","0.0625","30.75","16.75","1.572917","0.40625","53","34","2.604167","1.020833","181.5","72.5","9.833333","0.75","29","16","1.479167","0.395833","6","1.154701","21","8.041559","3.424603","1.173242","10.25","4.180809","1.640873","0.433853","17.666667","19.014614","3.092857","3.810777","60.5","38.413322","10.140873","6.305526","9.666667","10.450944","1.538095","1.470496","35","34","0.9714","4050","115.7143","93.539777","35","0","34","0","0.9714","0","4050","0","11.6667","4.189935","11.3333","0","0","0","F"
"6","0.1667","0","0","31","74.95","2.417742","1.007116","29.7","0.958065","0.712458","34.5","1.112903","0.904377","116.1","3.745161","3.736467","40","1.290323","1.330621","15.5","6.5","37.475","17.225","2.368182","0.118182","14.85","9.85","0.839141","0.283586","17.25","9.75","1.030303","0.19697","58.05","16.05","4.017424","0.649242","20","9","1.270202","0.04798","5.1667","1.57233","12.491667","5.214596","2.376389","0.832693","4.95","2.347871","0.909127","0.229982","5.75","2.968586","1.117063","0.380482","19.35","20.5778","3.354365","3.084236","6.666667","4.792935","1.366071","0.89267","15","15","1","1049","69.9333","37.699632","15","0","15","0","1","0","1049","0","5","2.828427","5","0","0","0","A"
"3","0","0","1","14","30.65","2.189286","2.50244","21.5","1.535714","1.043077","28","2","2","75","5.357143","9.081828","4.5","0.321429","0.447499","7","0","15.325","9.675","2.189286","1.382143","10.75","3.75","1.535714","0.535714","14","2","2","0.285714","37.5","30","5.357143","4.285714","2.25","0.75","0.321429","0.107143","4.6667","0.471405","10.216667","0.872098","2.220833","0.352422","7.166667","3.472111","1.5","0.637704","9.333333","8.498366","1.883333","1.683416","25","21.463147","5.233333","4.184362","1.5","1.080123","0.308333","0.2085","1","1","1","52","52","0","1","0","1","0","1","0","52","0","1","0","1","0","0","0","F"
