"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"3","0","0","1","1","2","2","0","2","2","0","6","6","0","0","0","0","1","1","0","1","0","2","0","2","0","2","0","2","0","6","0","6","0","0","0","0","0","1","0","1","0","1","0","2","0","2","0","2","0","2","0","6","0","6","0","0","0","0","0","1","0","1","0","4","3","0.75","57","14.25","14.463316","4","0","3","0","0.75","0","57","0","4","0","3","2","2","0","F"
"3","0.3333","1","1","3","9.714286","3.238095","3.299832","6.285715","2.095238","1.699673","4.571429","1.52381","0.942809","1.714286","0.571429","0.816497","8","2.666667","3.091206","3","0","9.714286","0","3.238095","0","6.285715","0","2.095238","0","4.571429","0","1.52381","0","1.714286","0","0.571429","0","8","0","2.666667","0","1","0","3.238095","1.885618","3.238095","1.885618","2.095238","0.971242","2.095238","0.971242","1.52381","0.538748","1.52381","0.538748","0.571429","0.466569","0.571429","0.466569","2.666667","1.766404","2.666667","1.766404","4","3","0.75","127","31.75","6.533567","4","0","3","0","0.75","0","127","0","4","0","3","2","2","0","A"
"4","0","0","1","3","4","1.333333","0.471405","3.428572","1.142857","0","6.285715","2.095238","0.471405","1.714286","0.571429","0.816497","1.714286","0.571429","0","3","0","4","0","1.333333","0","3.428572","0","1.142857","0","6.285715","0","2.095238","0","1.714286","0","0.571429","0","1.714286","0","0.571429","0","1","0","1.333333","0.269374","1.333333","0.269374","1.142857","0","1.142857","0","2.095238","0.269374","2.095238","0.269374","0.571429","0.466569","0.571429","0.466569","0.571429","0","0.571429","0","7","1","0.1429","0","0","0","7","0","1","0","0.1429","0","0","0","7","0","1","1","1","0","F"
"6","0","0","0","1","2","2","0","1","1","0","1.5","1.5","0","0","0","0","1","1","0","1","0","2","0","2","0","1","0","1","0","1.5","0","1.5","0","0","0","0","0","1","0","1","0","1","0","2","0","2","0","1","0","1","0","1.5","0","1.5","0","0","0","0","0","1","0","1","0","2","2","1","45","22.5","4.5","2","0","2","0","1","0","45","0","2","0","2","0","0","0","A"
"6","0.1667","0","0","3","11","3.666667","1.699673","5","1.666667","0.471405","23","7.666667","3.771236","9","3","4.242641","3","1","0","3","0","11","0","3.666667","0","5","0","1.666667","0","23","0","7.666667","0","9","0","3","0","3","0","1","0","1","0","3.666667","1.699673","3.666667","1.699673","1.666667","0.471405","1.666667","0.471405","7.666667","3.771236","7.666667","3.771236","3","4.242641","3","4.242641","1","0","1","0","1","1","1","13","13","0","1","0","1","0","1","0","13","0","1","0","1","0","0","0","A"
"6","0.1667","0","0","7","10.285715","1.469388","0.677631","10.285715","1.469388","0.677631","8.571429","1.22449","1.2454","0.857143","0.122449","0.524891","4.285714","0.612245","0.562429","7","0","10.285715","0","1.469388","0","10.285715","0","1.469388","0","8.571429","0","1.22449","0","0.857143","0","0.122449","0","4.285714","0","0.612245","0","1.1667","0.372678","1.714286","0.285714","1.52381","0.212959","1.714286","0.285714","1.52381","0.212959","1.428571","0.857143","1.190476","0.581265","0.142857","0.319438","0.142857","0.319438","0.714286","0.395554","0.619048","0.346672","4","2","0.5","153","38.25","6.495191","4","0","2","0","0.5","0","153","0","4","0","2","0","0","0","A"
"7","0.1429","0","0","9","13.714286","1.52381","0.849837","12.000001","1.333333","0.971825","10","1.111111","1.116653","28.57143","3.174603","15.011929","5.142857","0.571429","1.154701","9","0","13.714286","0","1.52381","0","12.000001","0","1.333333","0","10","0","1.111111","0","28.57143","0","3.174603","0","5.142857","0","0.571429","0","1.2857","0.451754","1.959184","0.799833","1.55102","0.503217","1.714286","0.965891","1.306123","0.588661","1.428571","1.069045","1.040816","0.694478","4.081633","9.53461","4.040817","9.550149","0.734694","0.663187","0.653061","0.695077","11","10","0.9091","291","26.4545","14.797811","5.5","3.5","5","3","0.94445","0.05555","145.5","94.5","1.8333","0.897527","1.8333","0","0","0","A"
"6","0.1667","0","0","10","17.142858","1.714286","2.408319","14.285715","1.428571","1.565248","16.000001","1.6","1.6","2.285714","0.228571","0.663325","10.571429","1.057143","1.732772","10","0","17.142858","0","1.714286","0","14.285715","0","1.428571","0","16.000001","0","1.6","0","2.285714","0","0.228571","0","10.571429","0","1.057143","0","1.6667","0.471405","2.857143","1.475422","2","1.502832","2.380952","1.162529","1.52381","0.785353","2.666667","1.463075","1.619048","0.712697","0.380952","0.538748","0.190476","0.269374","1.761905","1.074335","1.119048","0.585637","9","8","0.8889","312","34.6667","26.870058","9","0","8","0","0.8889","0","312","0","9","0","8","0","0","0","A"
"6","0.1667","0","0","8","9.714286","1.214286","0.599479","6.285715","0.785714","0.695971","8","1","0.661438","4","0.5","1.964529","4.571429","0.571429","0.5","8","0","9.714286","0","1.214286","0","6.285715","0","0.785714","0","8","0","1","0","4","0","0.5","0","4.571429","0","0.571429","0","1.3333","0.471405","1.619048","0.767834","1.190476","0.346672","1.047619","0.693344","0.761905","0.425918","1.333333","0.631738","1","0.395554","0.666667","1.252662","0.380952","0.631738","0.761905","0.538748","0.52381","0.256436","3","2","0.6667","112","37.3333","17.913372","3","0","2","0","0.6667","0","112","0","3","0","2","0","0","0","A"
"4","0","0","1","3","4.571429","1.52381","0.471405","1.714286","0.571429","0","2","0.666667","0.62361","0","0","0","0.857143","0.285714","0.408248","3","0","4.571429","0","1.52381","0","1.714286","0","0.571429","0","2","0","0.666667","0","0","0","0","0","0.857143","0","0.285714","0","1","0","1.52381","0.269374","1.52381","0.269374","0.571429","0","0.571429","0","0.666667","0.356348","0.666667","0.356348","0","0","0","0","0.285714","0.233285","0.285714","0.233285","1","1","1","50","50","0","1","0","1","0","1","0","50","0","1","0","1","0","0","0","F"
"7","0.1429","0","0","11","22.142858","2.012987","0.715819","20.714286","1.883117","0.979121","23.571429","2.142857","1.537412","6.071429","0.551948","0.835672","10","0.909091","0.718699","11","0","22.142858","0","2.012987","0","20.714286","0","1.883117","0","23.571429","0","2.142857","0","6.071429","0","0.551948","0","10","0","0.909091","0","1.8333","0.687184","3.690476","1.393417","2.003968","0.353264","3.452381","1.265494","1.904762","0.394836","3.928572","1.96699","2.083333","0.598207","1.011905","0.665496","0.585317","0.323145","1.666667","1.160333","0.912698","0.470786","2","2","1","102","51","12","2","0","2","0","1","0","102","0","2","0","2","0","0","0","A"
"5","0.2","1","0","3","3.571429","1.190476","0.471405","3.214286","1.071429","0.707107","4.821429","1.607143","1.274755","2.857143","0.952381","1.885618","2.142857","0.714286","0","3","0","3.571429","0","1.190476","0","3.214286","0","1.071429","0","4.821429","0","1.607143","0","2.857143","0","0.952381","0","2.142857","0","0.714286","0","1","0","1.190476","0.336718","1.190476","0.336718","1.071429","0.505076","1.071429","0.505076","1.607143","0.910539","1.607143","0.910539","0.952381","1.34687","0.952381","1.34687","0.714286","0","0.714286","0","1","1","1","20","20","0","1","0","1","0","1","0","20","0","1","0","1","0","0","0","F"
"5","0.6","1","0","6","16.428572","2.738095","3.131382","15","2.5","1.892969","14.285715","2.380952","2.134375","3.571429","0.595238","1.86339","10","1.666667","1.699673","6","0","16.428572","0","2.738095","0","15","0","2.5","0","14.285715","0","2.380952","0","3.571429","0","0.595238","0","10","0","1.666667","0","1.2","0.4","3.285714","2.695423","2.714286","2.407471","3","1.937809","2.428571","1.399708","2.857143","1.498298","2.571429","1.603567","0.714286","1.428571","0.714286","1.428571","2","1.385051","1.714286","1.324803","3","3","1","81","27","10.230673","1.5","0.5","1.5","0.5","1","0","40.5","26.5","3","0","3","0","0","0","A"
