"teamMemberCount","femaleTeamMembersPercent","teamLeadGender","teamDistribution","teamMemberResponseCount","meetingHoursTotal","meetingHoursAverage","meetingHoursStandardDeviation","inPersonMeetingHoursTotal","inPersonMeetingHoursAverage","inPersonMeetingHoursStandardDeviation","nonCodingDeliverablesHoursTotal","nonCodingDeliverablesHoursAverage","nonCodingDeliverablesHoursStandardDeviation","codingDeliverablesHoursTotal","codingDeliverablesHoursAverage","codingDeliverablesHoursStandardDeviation","helpHoursTotal","helpHoursAverage","helpHoursStandardDeviation","averageResponsesByWeek","standardDeviationResponsesByWeek","averageMeetingHoursTotalByWeek","standardDeviationMeetingHoursTotalByWeek","averageMeetingHoursAverageByWeek","standardDeviationMeetingHoursAverageByWeek","averageInPersonMeetingHoursTotalByWeek","standardDeviationInPersonMeetingHoursTotalByWeek","averageInPersonMeetingHoursAverageByWeek","standardDeviationInPersonMeetingHoursAverageByWeek","averageNonCodingDeliverablesHoursTotalByWeek","standardDeviationNonCodingDeliverablesHoursTotalByWeek","averageNonCodingDeliverablesHoursAverageByWeek","standardDeviationNonCodingDeliverablesHoursAverageByWeek","averageCodingDeliverablesHoursTotalByWeek","standardDeviationCodingDeliverablesHoursTotalByWeek","averageCodingDeliverablesHoursAverageByWeek","standardDeviationCodingDeliverablesHoursAverageByWeek","averageHelpHoursTotalByWeek","standardDeviationHelpHoursTotalByWeek","averageHelpHoursAverageByWeek","standardDeviationHelpHoursAverageByWeek","averageResponsesByStudent","standardDeviationResponsesByStudent","averageMeetingHoursTotalByStudent","standardDeviationMeetingHoursTotalByStudent","averageMeetingHoursAverageByStudent","standardDeviationMeetingHoursAverageByStudent","averageInPersonMeetingHoursTotalByStudent","standardDeviationInPersonMeetingHoursTotalByStudent","averageInPersonMeetingHoursAverageByStudent","standardDeviationInPersonMeetingHoursAverageByStudent","averageNonCodingDeliverablesHoursTotalByStudent","standardDeviationNonCodingDeliverablesHoursTotalByStudent","averageNonCodingDeliverablesHoursAverageByStudent","standardDeviationNonCodingDeliverablesHoursAverageByStudent","averageCodingDeliverablesHoursTotalByStudent","standardDeviationCodingDeliverablesHoursTotalByStudent","averageCodingDeliverablesHoursAverageByStudent","standardDeviationCodingDeliverablesHoursAverageByStudent","averageHelpHoursTotalByStudent","standardDeviationHelpHoursTotalByStudent","averageHelpHoursAverageByStudent","standardDeviationHelpHoursAverageByStudent","commitCount","uniqueCommitMessageCount","uniqueCommitMessagePercent","commitMessageLengthTotal","commitMessageLengthAverage","commitMessageLengthStandardDeviation","averageCommitCountByWeek","standardDeviationCommitCountByWeek","averageUniqueCommitMessageCountByWeek","standardDeviationUniqueCommitMessageCountByWeek","averageUniqueCommitMessagePercentByWeek","standardDeviationUniqueCommitMessagePercentByWeek","averageCommitMessageLengthTotalByWeek","standardDeviationCommitMessageLengthTotalByWeek","averageCommitCountByStudent","standardDeviationCommitCountByStudent","averageUniqueCommitMessageCountByStudent","issueCount","onTimeIssueCount","lateIssueCount","SE Process grade"
"7","0","0","0","71","189.5","2.669014","1.363363","192","2.704225","1.478907","132.5","1.866197","2.081031","202","2.84507","3.424838","79.5","1.119718","1.759211","11.8333","6.066758","31.583333","16.778996","2.622822","0.475242","32","17.022045","2.666054","0.493565","22.083333","13.065274","1.852983","0.834739","33.666667","32.015187","2.801777","2.399365","13.25","8.244948","1.177584","0.490323","10.1429","1.884415","27.071429","4.263035","2.760204","0.642075","27.428571","6.236005","2.807823","0.822412","18.928571","16.012113","1.929252","1.605852","28.857143","15.129711","2.840306","1.459995","11.357143","13.811781","1.152211","1.373688","251","132","0.5259","6879","27.4064","39.136015","35.8571","21.216089","19.8571","10.736168","0.66292857","0.22342","982.7143","504.765777","35.8571","33.77416","19.5714","1","1","0","F"
"7","0.2857","0","0","67","178","2.656716","1.366467","102","1.522388","0.648953","163.5","2.440299","2.391718","201","3","5.702186","51","0.761194","0.714238","9.5714","6.230275","25.428571","19.687611","2.464147","0.377061","14.571429","9.98366","1.431491","0.251261","23.357143","17.799908","2.412186","0.563303","28.714286","29.765581","2.445477","2.036119","7.285714","6.122891","0.754903","0.250633","9.5714","1.91663","25.428571","9.363411","2.585967","0.69543","14.571429","3.994895","1.516703","0.24811","23.357143","18.513922","2.388564","1.641149","28.714286","28.684064","3.589394","4.688693","7.285714","5.605209","0.711472","0.510395","89","73","0.8202","2403","27","27.193026","11.125","5.754075","9.625","5.097487","0.8396375","0.172448","300.375","200.803348","17.8","18.78723","14.6","1","1","0","A"
"6","0","0","0","63","213","3.380952","2.619697","194.5","3.087302","2.30861","214.5","3.404762","3.158331","212.5","3.373016","3.093732","50.5","0.801587","1.187032","10.5","7.112196","35.5","37.358622","2.83433","1.158188","32.416667","34.465462","2.570157","1.030938","35.75","26.049232","3.362963","1.005804","35.416667","42.283189","2.823006","1.976521","8.416667","8.069576","0.701852","0.170833","10.5","1.892969","35.5","17.60445","3.275313","1.372613","32.416667","14.760354","2.988696","1.090928","35.75","29.632119","3.174423","2.360115","35.416667","15.696116","3.376323","1.374041","8.416667","11.649094","0.751082","0.962597","227","195","0.859","10964","48.2996","53.341788","22.7","11.781766","20.1","9.934284","0.90035","0.123488","1096.4","682.136086","37.8333","18.197222","32.8333","1","1","0","A"
"6","0","0","0","67","240","3.58209","2.227034","107","1.597015","1.302233","82","1.223881","0.783618","219","3.268657","3.872336","62.5","0.932836","0.727373","9.5714","6.433332","34.285714","28.692778","3.144774","0.97426","15.285714","14.237418","1.389549","0.412869","11.714286","7.200482","1.307576","0.357679","31.285714","42.557404","2.018924","2.243507","8.928571","7.659861","0.871614","0.361254","11.1667","0.687184","40","7.879298","3.57601","0.645897","17.833333","5.756639","1.593687","0.509769","13.666667","1.374369","1.230556","0.158066","36.5","11.814539","3.294192","1.06651","10.416667","3.877463","0.926263","0.316472","338","309","0.9142","20811","61.571","49.133461","33.8","21.664718","31.1","20.191335","0.9192","0.079856","2081.1","1556.01751","56.3333","54.545598","51.8333","1","1","0","A"
"6","0","0","0","55","123","2.236364","2.082076","115","2.090909","1.794159","134","2.436364","2.542466","226.5","4.118182","4.001095","44","0.8","0.970473","7.8571","5.436085","17.571429","11.589492","2.201732","0.901812","16.428571","10.962366","2.172264","1.18242","19.142857","10.218031","2.569515","1.239694","32.357143","32.278602","3.412144","2.14893","6.285714","3.38966","0.896134","0.48757","9.1667","2.339278","20.5","12.038134","2.157341","0.918363","19.166667","10.056783","2.068056","0.971592","22.333333","16.858891","2.331349","1.743379","37.75","27.745495","3.718254","2.261672","7.333333","6.599663","0.799206","0.551876","68","58","0.8529","1388","20.4118","13.092696","11.3333","11.542193","10.1667","11.231157","0.88398333","0.18161","231.3333","237.390443","13.6","16.847552","12","1","1","0","F"
"6","0.1667","0","0","66","200","3.030303","1.632712","96.5","1.462121","1.354875","181","2.742424","5.643609","401","6.075758","7.991114","79.75","1.208333","1.751397","9.4286","6.966392","28.571429","25.942834","2.688095","0.54942","13.785714","14.379691","1.272024","0.31289","25.857143","26.014713","2.707143","0.808075","57.285714","87.745923","3.716667","4.032251","11.392857","14.338919","0.869048","0.49922","11","1.414214","33.333333","10.081611","2.986742","0.714959","16.083333","4.086733","1.440657","0.231223","30.166667","24.086073","2.667298","2.14173","66.833333","43.368255","5.959596","3.575125","13.291667","13.145355","1.177399","1.071973","299","253","0.8462","29686","99.2843","101.956001","42.7143","7.024738","36.5714","8.86175","0.8592","0.146085","4240.8571","1681.672248","49.8333","56.625721","42.6667","3","2","1","F"
"6","0.1667","0","0","59","166.95","2.829661","1.668454","77.6","1.315254","0.956125","111","1.881356","1.98797","155.1","2.628814","3.302236","70.5","1.194915","1.461416","7.375","6.04023","20.86875","14.463811","3.081629","0.649729","9.7","6.871863","1.502494","0.448709","13.875","8.575947","2.312263","2.191607","19.3875","23.815197","2.267377","1.265104","8.8125","8.721158","1.221196","0.639341","9.8333","1.86339","27.825","8.563671","2.855714","0.930951","12.933333","2.494438","1.336587","0.264745","18.5","9.2826","1.905159","0.889199","25.85","23.063228","2.490556","1.846258","11.75","8.355387","1.264484","0.85666","259","230","0.888","14445","55.7722","38.443137","25.9","20.007249","23.5","19.101047","0.92023","0.129097","1444.5","1366.246336","51.8","34.907879","46.4","3","3","0","A"
"3","0","0","1","28","93.65","3.344643","8.255651","66.8","2.385714","5.376783","101.5","3.625","8.180852","80","2.857143","6.900902","13.25","0.473214","0.679217","4","2.203893","13.378571","15.304688","3.785272","4.888895","9.542857","10.619236","2.637823","3.500269","14.5","12.994504","8.280952","14.995982","11.428571","23.011532","1.840136","3.206193","1.892857","1.315139","0.508503","0.307668","9.3333","0.471405","31.216667","23.00512","3.413889","2.596083","22.266667","12.253254","2.408148","1.38843","33.833333","13.392058","3.700926","1.566966","26.666667","20.531818","2.937037","2.306304","4.416667","3.820631","0.45463","0.374196","215","124","0.5767","10255","47.6977","76.89556","30.7143","29.94621","19.1429","16.719779","0.73447143","0.192518","1465","2084.929598","30.7143","24.702309","18.1429","8","5","3","F"
"3","0","0","1","21","40.2","1.914286","0.833401","36.5","1.738095","0.907889","34.9","1.661905","0.985841","56.4","2.685714","3.04479","4.9","0.233333","0.381829","3.5","0.5","6.7","2.250926","1.904167","0.555564","6.083333","2.243819","1.729167","0.542067","5.816667","1.483708","1.668056","0.407693","9.4","7.83156","2.55","1.947933","0.816667","0.71686","0.225","0.179699","7","1.632993","13.4","0.648074","2.02709","0.512786","12.166667","2.624669","1.841799","0.628092","11.633333","5.836856","1.545714","0.544574","18.8","8.046531","2.634074","0.990897","1.633333","0.967241","0.21873","0.082443","80","72","0.9","5774","72.175","56.719215","11.4286","13.499811","10.4286","11.44998","0.975","0.061237","824.8571","719.556496","16","8.579044","14.4","3","2","1","F"
"3","0","0","1","32","172","5.375","3.199121","92","2.875","1.658312","135","4.21875","3.379482","137.5","4.296875","4.162443","68","2.125","1.763342","4.5714","2.770103","24.571429","17.943221","5.171429","2.420509","13.142857","7.034173","3.009524","1.043949","19.285714","13.122655","4.338095","0.923318","19.642857","16.01052","3.947619","2.724192","9.714286","7.886956","1.933333","0.759908","10.6667","0.471405","57.333333","12.229291","5.348485","0.983566","30.666667","11.953614","2.833333","1.027402","45","17.663522","4.154545","1.519515","45.833333","6.956212","4.319697","0.759334","22.666667","10.077478","2.087879","0.879216","104","78","0.75","3761","36.1635","50.58639","11.5556","13.679759","9.2222","11.801862","0.78564444","0.214187","417.8889","560.605713","17.3333","14.161764","13.3333","12","10","2","F"
"3","0","0","1","29","112","3.862069","1.809441","61.5","2.12069","1.399847","64.5","2.224138","1.561035","61","2.103448","2.1511","31.5","1.086207","1.067296","4.1429","2.799417","16","12.781124","3.6","0.611465","8.785714","3.90839","2.592857","1.007191","9.214286","4.256148","2.642857","1.181004","8.714286","13.125377","1.375","1.338717","4.5","3.654743","1.17381","0.603814","9.6667","1.699673","37.333333","15.96524","3.810185","1.361221","20.5","4.301163","2.212963","0.733647","21.5","9.907909","2.212963","0.958255","20.333333","7.760298","2.212963","1.101891","10.5","3.188521","1.162037","0.516738","343","137","0.3994","9103","26.5394","51.114438","38.1111","26.94622","16.4444","14.697778","0.49024444","0.220072","1011.4444","1115.610656","57.1667","39.295533","23.5","5","3","2","F"
"7","0.1429","0","0","71","180.071429","2.536217","2.073558","129.071429","1.817907","1.44567","159.571429","2.247485","2.075733","519.071429","7.310865","12.297069","123.371429","1.737626","1.973319","5.9167","2.691293","15.005952","10.647509","2.32316","1.137506","10.755952","8.074086","1.700189","0.996236","13.297619","10.252668","1.970725","0.833834","43.255952","40.981345","7.388988","7.144804","10.280952","7.671868","1.591626","0.796523","10.1429","1.2454","25.72449","7.768745","2.560147","0.775026","18.438776","3.685609","1.82317","0.31877","22.795918","13.641357","2.167723","1.145142","74.153061","79.695196","6.81058","6.4566","17.62449","9.9114","1.792723","1.09141","268","184","0.6866","14261","53.2127","80.273341","33.5","33.365401","23.375","21.254044","0.7486875","0.154858","1782.625","1468.932515","38.2857","35.08241","27","3","1","2","A"
"7","0.1429","0","0","75","191.571429","2.554286","3.838136","130.214286","1.73619","1.564381","157","2.093333","1.927278","210.142857","2.801905","3.677584","125.142857","1.668571","1.547241","6.25","2.553592","15.964286","6.406078","2.750833","0.976857","10.85119","5.959647","1.868171","1.087645","13.083333","6.140146","2.066365","0.609171","17.511905","15.364667","2.813342","1.892143","10.428571","4.854078","1.644399","0.561263","10.7143","1.030158","27.367347","10.71173","2.485879","0.798019","18.602041","5.34984","1.711714","0.382119","22.428571","16.152381","2.049062","1.429452","30.020408","21.871668","2.716708","1.889719","17.877551","10.561131","1.638028","0.933374","226","176","0.7788","7115","31.4823","23.004273","32.2857","20.519776","26.1429","19.357011","0.67714286","0.247743","1016.4286","781.484093","37.6667","48.681505","29.5","4","3","1","F"
"7","0.1429","0","0","75","242.357143","3.231429","4.07144","177.857143","2.371429","3.489349","155.071429","2.067619","3.516981","223.571429","2.980952","5.133766","161.428571","2.152381","4.33282","6.25","1.785357","20.196429","11.58902","3.331746","2.149424","14.821429","9.423226","2.436376","1.574562","12.922619","12.395051","1.83082","1.335173","18.630952","15.995477","3.27672","3.086201","13.452381","10.068276","2.255026","1.925551","10.7143","1.484615","34.622449","11.962936","3.387124","1.530296","25.408163","8.01281","2.461438","1.028609","22.153061","11.304584","2.025201","0.975416","31.938776","20.27865","3.219877","2.25598","23.061224","16.120873","2.411101","2.083002","191","128","0.6702","9604","50.2827","43.242209","27.2857","14.329932","19","12.409674","0.70405714","0.303238","1372","1382.875885","31.8333","28.073811","22","2","0","2","A"
"6","0.1667","0","0","63","141.571429","2.247166","1.536939","136.571429","2.1678","1.537431","84.928571","1.348073","1.388322","138","2.190476","3.774208","37.928571","0.602041","0.983295","5.25","1.587713","11.797619","7.01431","2.151918","1.177707","11.380952","6.942018","2.080159","1.198006","7.077381","4.525106","1.288393","0.737521","11.5","10.981044","2.430126","2.556253","3.160714","1.857629","0.601653","0.26977","10.5","1.707825","23.595238","5.078075","2.234813","0.234151","22.761905","4.846569","2.154685","0.218802","14.154762","4.18623","1.360652","0.350955","23","13.515675","2.407482","1.757761","6.321429","5.368995","0.635772","0.593636","129","100","0.7752","11367","88.1163","146.981285","12.9","11.802118","10.3","10.545615","0.69911","0.264503","1136.7","1375.028149","21.5","13.175103","17","2","2","0","A"
"7","0.1429","0","0","75","250.142857","3.335238","1.959751","228.142857","3.041905","2.026557","161.642857","2.155238","4.666114","336.357143","4.484762","7.084713","65.071429","0.867619","0.995233","6.25","2.126225","20.845238","12.832312","3.068903","1.506475","19.011905","12.345295","2.786364","1.373941","13.470238","12.85395","1.978686","1.690527","28.029762","17.773984","4.066047","2.101579","5.422619","3.356821","0.797258","0.328537","10.7143","1.577909","35.734694","4.987114","3.433087","0.820973","32.591837","4.657624","3.123452","0.712573","23.091837","18.068735","2.339361","2.111079","48.05102","44.296258","4.87727","5.027889","9.295918","5.17203","0.917301","0.608414","330","205","0.6212","18702","56.6727","53.812882","33","42.336745","21.3","21.340337","0.81455","0.195378","1870.2","2260.912418","47.1429","20.635812","29.7143","1","0","1","A"
